ID	Traditional	Pinyin	POS	Meaning
B6L01-III-11	起家	qǐjiā	Vi	make one's fortune
B6L01-III-12	奮鬥（史）	fèndòu(shǐ)	Vi	work hard, struggle; -史, -shǐ, N, history
B6L01-III-13	營業額	yíngyè'é	N	turnover, business volume
B6L01-III-T-01	教部	jiāobù		Ministry of Education
B6L01-III-T-02	曾信哲	Zēng Xìnzhé		Mark Tseng (the chairman of ARITEX, specializes in the manufacturing of hardware accessories for luxury yachts)
B6L01-III-T-03	屏東	Píngdōng		southern Taiwan
B6L01-III-T-04	九如	jiǔrú		Jiuru, a village in Pingtung
B6L02-I-01	未必	wèibì	Adv	not necessarily
B6L02-I-02	出發	chūfā	Vi	to proceed from
B6L02-I-03	特殊	tèshū	Vs	special, extraordinary
B6L02-I-04	群	qún	M	group of
B6L02-I-05	突發奇想	túfā qíxiǎng	Ph	to hit upon an extraordinary idea, have a flash of inspiration
B6L02-I-06	原理	yuánlǐ	N	principle, theory
B6L02-I-07	醫師	yīshī	N	doctor
B6L02-I-08	配	pèi		"to get (glasses), to fill (a prescription), to mix and match (clothes), etc... (In this lesson, ""to have eye glasses fitted at an optical store, without a doctor's prescription, a common practice in Taiwan.)"
B6L02-I-09	眼鏡	yǎnjìng	N	glasses
B6L02-I-10	相對	xiāngduì	Adv	relatively, by comparison
B6L02-I-11	窮困	qióngkùn	Vs	impoverished, destitute
B6L02-I-12	任務	rènwù	N	mission
B6L02-I-13	估計	gǔjì	Vi	estimate
B6L02-I-14	發明	fāmíng	V/N	to invent; invention
B6L02-I-15	自行	zìxíng	Adv	by onself, on one's own
B6L02-I-16	度數	dùshù	N	eyesight (prescription), (degree to which one's vision needs correction)
B6L02-I-17	副	fù	M	measure for (bad) attitudes, (high-brow) appearances, glasses
B6L02-I-18	鏡片	jìngpiàn	N	lens
B6L02-I-19	充滿	chōngmǎn	Vpt	filled with
B6L02-I-20	液體	yìtǐ	N	liquid
B6L02-I-21	創見	chuàngjiàn	N	original idea
B6L02-I-22	原始	yuánshǐ	Vs	original, primitive, primeval
B6L02-I-23	出自	chūzì	Vpt	to be from
B6L02-I-24	儀器	yíqì	N	instrument
B6L02-I-25	製造商	zhìzàoshāng	N	manufacturer
B6L02-I-26	矯正	jiǎozhèng	V	to correct, to straighten out (a deformation), correction
B6L02-I-27	視力	shìlì	N	vision, eyesight
B6L02-I-28	大放光明	dàfàng guāngmíng	Ph	shine forth in glory, have a great ray of light (in teh text, it is a play on words)
B6L02-I-29	影像	yǐngxiàng	N	image
B6L02-I-30	開發中國家	kāifāzhōng guójiā	Ph	developing nation
B6L02-I-31	需求量	xūqiúliàng	N	level of demand (-量, -liàng, N, quantity)
B6L02-I-32	極	jí	Adv	highly, extremely
B6L02-I-33	供不應求	gōngbú yìngqiú	Id	supply cannot keep up with demand
B6L02-I-34	貢獻	gòngxiàn	N/V	contribution
B6L02-I-35	根源	gēnyuán	N	source
B6L02-I-36	從而	cóng'ér	Conj	therefore, as a result
B6L02-I-37	人群	rénqún	N	crowd, the masses (people)
B6L02-I-T-01	牛津大學	Niújīn dàxué		Oxford University
B6L02-I-T-02	喬許席爾佛	Qiáoxǔ Xí'ěrfó		Professor Joshua Silver (a UK physicist whose discoveries have included a new way to change the curvature of lenses, and the chief executive of the Centre for Vision in the Developing World at the University of Oxford)
B6L02-II-01	場所	chǎngsuǒ	N	location, venue
B6L02-II-02	照明	zhàomíng	Vi	to illuminate
B6L02-II-03	習以為常	xíyǐ wéicháng	Id	be used to, accustomed to, no stranger to
B6L02-II-04	電力	diànlì	N	electric power
B6L02-II-05	答案	dá'àn	N	answer
B6L02-II-06	入夜	rùyè	Vp	to enter nighttime, at nightfall
B6L02-II-07	村落	cūnluò	N	village
B6L02-II-08	貼補家用	tiēbǔ jiāyòng	Ph	to help out with family expenses
B6L02-II-09	煤油燈	méiyóudēng	N	kerosene lamp
B6L02-II-10	有損	yǒusǔn	Vst	to cause damage to, be harmful to
B6L02-II-11	孩童	háitóng	N	child
B6L02-II-12	燃燒	ránshāo	V	to burn
B6L02-II-13	呼吸道	hūxīdào	N	respiratory tract
B6L02-II-14	單單	dāndān	Adv	alone, just, merely
B6L02-II-15	病症	bìngzhèng	N	sickness, disease
B6L02-II-16	室內	shìnèi	N	indoor
B6L02-II-17	照亮	zhàoliàng	Vpt	to light up, to illuminate
B6L02-II-18	基金會	jījīnhuì	N	foundation (organization)
B6L02-II-19	接	jiē	V	to connect (with)
B6L02-II-20	動用	dòngyòng	V	to disburse, mobilize
B6L02-II-21	人力	rénlì	N	manpower
B6L02-II-22	物力	wùlì	N	coined on the basis of 人力, referring in this lesson to (heavy) equipment
B6L02-II-23	架設	jiàshè	V	to erect, to set up
B6L02-II-24	電纜	diànlǎn	N	electric cable
B6L02-II-25	工程	gōngchéng	N	(engineering) project, engineering
B6L02-II-26	固態光源（SSL）	gùtài guāngyuán	Ph	solid state lighting
B6L02-II-27	簡稱	jiǎnchēng	N	abbrevation
B6L02-II-28	瓦	wǎ	M	watt
B6L02-II-29	日光板	rìguāngbǎn	N	solar panel (日光, rìguāng, N, sunlight; 板, bǎn, N, board)
B6L02-II-30	蓄電	xùdiàn	Vs-sep	electric power storage
B6L02-II-31	電池	diànchí	N	battery
B6L02-II-32	發光二極體	fāguāng èrjítǐ	Ph	light emitting diode
B6L02-II-33	系統	xìtǒng	N	system
B6L02-II-34	安裝	ānzhuāng	V	to install
B6L02-II-35	群眾	qúnzhòng	N	the masses, people, crowds
B6L02-II-36	剝奪	bōduó	V	to deprive (of)
B6L02-II-37	文盲	wénmáng	N	the illiterate
B6L02-II-T-01	爾文哈樂戴	Ěrwén Hālèdài		Dave Irvine-Halliday (a Canadian photonics specialist, his Light up the World (LUTW) project is to bring affordable lighting to the developing world through the introduction of solid state lighting (SSL) based on light emitting diodes (LEDs))
B6L02-II-T-02	卡加利大學	Kǎjiālì dàxué		University of Calgary, Canada
B6L02-II-T-03	尼泊爾	Níbó'ěr		Nepal
B6L02-II-T-04	喜馬拉雅山群	Xǐmǎlāyǎ Shānqún		Himalaya Mountains, the Himalayas
B6L03-I-0-01	前所未有	qiánsuǒ wèiyǒu	Id	unprecedented, like never before
B6L03-I-0-02	盡情	jìnqíng	Adv	to one's heart's content, without restraint
B6L03-I-0-03	揮灑	huīsǎ	Vi	to display without reservation
B6L03-I-01	舞蹈家	wǔdàojiā	N	professional and accomplished dancer (家, jiā, N, -er, -ian, -ist)
B6L03-I-02	描述	miáoshù	V	to describe
B6L03-I-03	舞者	wǔzhě	N	dancer
B6L03-I-04	舞台	wǔtái	N	stage (theatrical)
B6L03-I-05	舞碼	wǔmǎ	N	program of a dance
B6L03-I-06	傳人	chuánrén	N	sucessor
B6L03-I-07	芭蕾	bālěi	N	ballet
B6L03-I-08	及格	jígé	Vp	to pass, satisfactory, meet the grade
B6L03-I-09	滿分	mǎnfēn	N	full marks, a perfect score
B6L03-I-10	眾所皆知	zhòngsuǒ jiēzhī	Id	well-known, known by all
B6L03-I-11	大師	dàshī	N	master, great master
B6L03-I-12	特地	tèdì	Adv	go out of one's way, make it a point to, specially
B6L03-I-13	解散	jiěsàn	V	to disperse, to dissolve, to disband
B6L03-I-14	舞團	wǔtuán	N	dance troupe, dance company
B6L03-I-15	邀約	yāoyuē	N	invitation
B6L03-I-16	培訓	péixùn	V	to train
B6L03-I-17	無	wú	Vst	without, not have (classical Chinese)
B6L03-I-18	傳承	chuánchéng	V	
B6L03-I-19	邀請	yāoqǐng	V	to invite
B6L03-I-20	編舞家	biānwǔjiā	N	choreographer
B6L03-I-21	量身打造	liángshēn dǎzào	Id	tailor-make, specially made for, custom design
B6L03-I-22	舞目	wǔmù	N	dance program
B6L03-I-23	首席	shǒuxí		X; first chair (e.g., first cello), leading, chief position
B6L03-I-24	舞星	wǔxīng	N	dance star
B6L03-I-25	會	huì	V	to meet up, to confront
B6L03-I-26	心血	xīnxiě	N	blood and sweat, painstaking effort
B6L03-I-27	化為	huàwéi	Vpt	to transform into, to turn into, to change into
B6L03-I-28	作品	zuòpǐn	N	production, work, composition
B6L03-I-29	規劃	guīhuà	N	plan
B6L03-I-30	舞曲	wǔqǔ	N	dance music
B6L03-I-31	民俗	mínsú	N	folk, folklore
B6L03-I-32	生平	shēngpíng	N	in one's life time, life, life story
B6L03-I-33	不得不	bùdébù	Adv	must; have to
B6L03-I-34	硬著頭皮	yìngzhe tóupí	Ph	summon up the courage to do something, brace yourself to do something, force yourself to do something
B6L03-I-35	灑落	sǎluò	Vi	sprinkled, scattered (leaves, petals), flooded, inundated (light)
B6L03-I-36	刹那	chànà	N	moment, instant
B6L03-I-37	感到	gǎndào	Vst	to feel
B6L03-I-38	存在感	cúnzàigǎn	N	sense of presence, sense of existence
B6L03-I-39	報考	bàokǎo	V	to apply for admission to a school/university
B6L03-I-40	民族舞	mínzúwǔ	N	folk dance
B6L03-I-41	終	zhōng	Adv	in the end, ultimately, eventually (classical Chinese)
B6L03-I-42	上帝	shàngdì	N	God
B6L03-I-43	疼愛	téngài	Vst	to love dearly
B6L03-I-T-01	生身不息	Shēngshēn Bùxí		timeless (name of a dance program); originally was 生生 which meant your life doesn't rest
B6L03-I-T-02	許芳宜	Xǔ Fāngyí		Sheu Fang-yi (a famous female dancer and artist from Taiwan, 1971-)
B6L03-I-T-03	勞勃阿特曼	Lāobó Ātèmàn		Robert Altman (an American film director, screenwriter, and producer, five-time nominee of the Academyy Award for Best Director, 1925-2006)
B6L03-I-T-04	舞動實際	Wǔdòng Shìjì		The Company (name of a movie, 2003)
B6L03-I-T-05	瑪莎葛蘭姆	Mǎshā Gělánmǔ		Martha Graham (an American modern dancer and choreographer, one of the earliest founders of modern dance, 1894-1991)
B6L03-I-T-06	倫敦	Lúndūn		London
B6L03-I-T-07	阿喀郎汗	Ākèláng Hàn		Akram Khan (an English dancer of Bangladeshi descent, 1974-)
B6L03-I-T-08	克理斯多福惠爾敦	Kèlǐsīduōfú Huì'ěrdūn		Christopher Wheeldon (an English international choreographer of contemporary ballet, 1973-)
B6L03-I-T-09	紐約市立芭蕾舞團	Niǔyuē shìlì bālěi wǔtuán		New York City Ballet
B6L03-I-T-10	溫蒂威倫	Wēndì Wēilún		Wendy Whelan (a principal dancer with the New York City Ballet and is a guest artist with the Royal Ballet and the Kirov Ballet, 1967-)
B6L03-I-T-11	花岡藝校	Huágāng Yìxiào		Taipei Haw Kang Arts School
B6L03-II-01	從（來）	cóng (lái)	Adv	has always been; all along
B6L03-II-02	不間斷（地）	bú jiànduàn	Adv	without interruption
B6L03-II-03	保送	bǎosòng	V	to be admitted to university solely upon recommendation without exams
B6L03-II-04	扇	shàn	M	measure for doors
B6L03-II-05	貴人	guìrén	N	a guardian angel
B6L03-II-06	一眼	yìyǎn	Adv	with one look, with one glance, instantly
B6L03-II-07	發覺	fājué	Vp	to realize, discover
B6L03-II-08	才華	cáihuá	N	talent
B6L03-II-09	痛哭流涕	tòngkū liútì	Id	to burst into tears, cry your heart out
B6L03-II-10	輩子	bèizi	N	(over) one's life time
B6L03-II-11	公開	gōngkāi	Adv	openly, publicly
B6L03-II-12	稱讚	chēngzàn	V	to praise
B6L03-II-13	下定決心	xiàdìng juéxīn	Ph	to resolve to do, determined to do, make up one's mind
B6L03-II-14	海綿	hǎimián	N	sponge
B6L03-II-15	吸收	xīshōu	V	to absorb
B6L03-II-16	隻身	zhīshēn	Adv	alone, by oneself, unaccompanied
B6L03-II-17	術科	shùkē	N	technical subject
B6L03-II-18	跳舞	tiàowǔ	V-sep	to dance
B6L03-II-19	其餘	qíyú	Det	others, the remaining
B6L03-II-20	學科	xuékē	N	academic subjects
B6L03-II-21	憑	píng	Prep	owing to, relying on, by means of
B6L03-II-22	毅力	yìlì	N	will-power, determination
B6L03-II-23	克服	kèfú	V	to overcome
B6L03-II-24	語言翻譯機	yǔyán fānyìjī	Ph	e-language translator
B6L03-II-25	種種	zhǒngzhǒng	M	various kinds of
B6L03-II-26	瞬間	shùnjiān	N	instant, moment, in the twinkling of an eye
B6L03-II-27	加諸（在）	jiāzhū(zài)	V	to be added to, conferred upon
B6L03-II-28	冲昏頭	chōnghūn tóu	Ph	to let something get to your head, let your head swell from (praise, pride, etc...), dazzled by
B6L03-II-29	評論	pínglùn	N	commentary, review
B6L03-II-30	天堂	tiāntáng	N	heaven, paradise
B6L03-II-31	地獄	dìyù	N	hell
B6L03-II-32	戰戰兢兢	zhànzhàn jīngjīng	Id	timid with anticipation, trembling, jittery
B6L03-II-33	當作	dāngzuò	Vst	regard as
B6L03-II-34	肯定	kěndìng	N	approval, affirmation
B6L03-II-35	再次	zàicì	Adv	yet again
B6L03-II-36	何嘗	hécháng	Adv	cannot possibly
B6L03-II-37	不自覺	búzìjué	Adv	unconciously, without realizing it
B6L03-II-38	體內	tǐnèi	N	inside a person, inside the body, from within
B6L03-II-39	散	sàn	Vi	to disperse, permeate
B6L03-II-40	熟悉	shóuxī	Vs	familiar
B6L03-II-41	臉孔	liǎnkǒng	N	face (literary)
B6L03-II-42	期待已久	qídài yǐjiǔ	Ph	long awaited, long anticipated, looked forward to for a long time
B6L03-II-43	固定	gùdìng	Vs	fixed, invariable, by routine
B6L03-II-T-01	羅斯帕克斯	Luósī Pàkèsī		Ross Parkes (formerly a principal dancer for the well-known Martha Graham Dance Company in the United States, 1940-)
B6L03-II-T-02	葛蘭姆舞團	Gělánmǔ wǔtuán		Martha Graham Dance Company, New York
B6L04-I-0-01	做人	zuòrén	Vi	to conduct oneself, to behave
B6L04-I-0-02	心法	xīnfǎ	N	mental cultivation methods
B6L04-I-0-03	談論	tánlùn	V	to discuss, to talk about
B6L04-I-0-04	真誠	zhēnchéng	Vs	sincere, sincerity
B6L04-I-0-05	讚美	zànměi	V/N	to praise; praise
B6L04-I-0-06	親和力	qīnhélì	N	likability, affinity
B6L04-I-0-07	笑容	xiàoróng	N	smile
B6L04-I-0-08	此	cǐ	Det	(literary) this, these
B6L04-I-0-09	祕訣	mìjué	N	secret (of success)
B6L04-I-0-10	拉近距離	lājìn jùlí	Ph	connect with, get to know better, bring people closer together, close the gap between people
B6L04-I-01	傳授	chuánshòu	V	to impart, to pass on knowledge
B6L04-I-02	獨門	dúmén	Vs-attr	unique, special, (below) business without competitors
B6L04-I-03	人際	rénjì	Vs-attr	interpersonal
B6L04-I-04	銷售	xiāoshòu	V/N	to sell; sales
B6L04-I-06	謙稱	qiānchēng	V	humbly refer to oneself, modestly say (about oneself)
B6L04-I-07	抱持	bàochí	V	to maintain
B6L04-I-08	哲學	zhéxué	N	philosophy
B6L04-I-09	讀者	dúzhě	N	reader (of books and newspapers)
B6L04-I-10	踏出	tàchū	V	take a step forward
B6L04-I-11	悅耳	yuè'ěr	Vs	pleasant sounding, pleasant to the ears
B6L04-I-12	熱忱	rèchén	N	enthusiasm
B6L04-I-13	不妨	bùfáng	Adv	might as well, there's no harm in
B6L04-I-14	好比	hǎobǐ	Vst	for instance, like, such as
B6L04-I-15	告別	gàobié	Vi	say goodbye, bid farewell
B6L04-I-16	記住	jìzhù	V	to remember
B6L04-I-17	對方	duìfāng	N	the other party, the other person
B6L04-I-18	宴會	yànhuì	N	banquet, feast
B6L04-I-19	自顧自（地）	zìgùzì (de)	Adv	only thinking about yourself, without taking others into consideration
B6L04-I-20	講	jiǎng	V	to talk, to say, to speak
B6L04-I-21	整整	zhěngzhěng	Adv	fully
B6L04-I-22	插嘴	chāzuǐ	V-sep	to interrupt, get a word in edgewise
B6L04-I-23	餘地	yúdì	N	room for, opportunity to
B6L04-I-24	以致（於）	yǐzhì (yú)	Conj	so that, as a result
B6L04-I-25	同桌	tóngzhuō	Vi	to sit at the same table
B6L04-I-26	罰站	fázhàn	V-sep	to be punished by being made to stand
B6L04-I-27	聼教	tīngjiào	Vi	"to listen (somebody's ""preaching,"" advice, etc...) be read the riot act"
B6L04-I-28	似地	sìde	Ptc	as if, like
B6L04-I-29	凝滯	níngzhì	Vs	stagnated
B6L04-I-30	一吐為快	yìtǔ wéikuài	Id	spit it out, get something off your chest, here: speak without hesitation, speak your fill
B6L04-I-31	提問	tíwèn	Vi	to ask a question
B6L04-I-T-01	黑幼龍	Hēi Yòulóng		John Hei (the Greater China Group Leader of Carnegie training, who introduced Carnge Gie training to Taiwan in 1987, 1940-)
B6L04-I-T-02	卡內基	Kǎnèijī		Dale Carnegie (an American writer and lecturer and the developer of famous courses in self-improvement, salesmanship, corporate training, public speaking, and interpersonal skills, 1888-1955)
B6L04-II-01	心坎	xīnkǎn	N	from the bottom of ones heart, one's heart of hearts
B6L04-II-02	本質	běnzhí	N	nature, real self
B6L04-II-03	驅策	qūcè	V	to drive
B6L04-II-04	深切	shēnqiè	Vs	deep, heartfelt
B6L04-II-05	真心	zhēnxīn	Adv	genuinely, sincerely
B6L04-II-06	可想而知	kěxiǎng érzhī	Id	as you can easily imagine
B6L04-II-07	人緣	rényuán	N	interpersonal popularity
B6L04-II-08	命中	mìngzhòng	Vpt	to hit (the mark)
B6L04-II-09	成就	chéngjiù	N	achievement
B6L04-II-10	真切	zhēnqiè	Vs	sincere
B6L04-II-11	性格	xìnggé	N	character, personality
B6L04-II-12	愛心	àixīn	N	compassion, loving heart
B6L04-II-13	口香糖	kǒuxiāngtáng	N	gum, chewing gum
B6L04-II-14	力道	lìdào	N	strength, power
B6L04-II-15	發自	fāzì	Vst	originate from, from, something finds its source in
B6L04-II-16	企圖	qìtú	N	ulterior motives
B6L04-II-17	失效	shīxiào	Vp	to produce no results, to become invalid
B6L04-II-18	下屬	xiàshǔ	N	subordinate
B6L04-II-19	責任感	zérèngǎn	N	sense of responsibility
B6L04-II-20	隨後	suíhòu	Adv	subsequently
B6L04-II-21	拜託	bàituō	V	please, I beg you
B6L04-II-22	別有居心	biéyǒu jūxīn	Id	to have ulterior motives, have a less than respectable agenda
B6L04-II-23	適得其反	shìdé qífǎn	Id	to have unintended results, backfire, be counterproductive
B6L04-II-24	小看	xiǎokàn	Vst	to belittle, to look down on, to underestimate
B6L04-II-25	威力	wēilì	N	power, force
B6L04-II-26	予	yǔ	V	to give, to bestow with (classical Chinese)
B6L04-II-27	深刻	shēnkè	Vs	deep, profound
B6L04-II-28	互動	hùdòng	Vi	to interact
B6L04-II-29	定下	dìngxià	V	to commit to, to establish
B6L04-II-30	贏得	yíngdé	Vpt	to win over
B6L04-II-31	藉著	jièzhe	Prep	be means of, relying on
B6L04-II-32	驅動力	qūdònglì	N	driving force
B6L04-II-T-01	威廉詹姆士	Wēilián Zhānmǔshì		"William James (an American philosopher and psychologist, and one of the leading thinkers of the late nineteenth century, while others have labeled him the ""Father of American psychology,"" 1842-1910)"
B6L05-I-0-01	開闊	kāikuò	Vs	wide, expansive
B6L05-I-0-02	轉動	zhuǎndòng	Vi	to revolve
B6L05-I-01	共通	gòngtōng	Vs-attr	common, universal
B6L05-I-02	水果攤	shuǐguǒtān	N	fruit stand
B6L05-I-03	瓜香果豔	guāxiāng guǒyàn	Ph	filled with the fragrances and beauty of various types of fruit
B6L05-I-04	常客	chángkè	N	regular customer
B6L05-I-05	秤	chèng	V	to weigh
B6L05-I-06	手擺腳動	shǒubǎi jiǎodòng	Ph	to gesticulate, talk with your hands (and feet)
B6L05-I-07	身陷	shēnxiàn	Vst	to find oneself in (a bad situation)
B6L05-I-08	迷宮	mígōng	N	maze
B6L05-I-09	文法	wénfǎ	N	grammar
B6L05-I-10	濃重	nóngzhòng	Vs	heavy, thick (e.g., accent, nasal sound)
B6L05-I-11	回覆	huífù	V	to answer, to respond
B6L05-I-12	焦急	jiāojí	Vs	anxious
B6L05-I-13	催熟	cuīshóu	V	to accelerate the ripening, to ripen
B6L05-I-14	急忙	jímáng	Adv	hurriedly, in a hurry
B6L05-I-16	口譯	kǒuyì	N/V	(oral) interpretation; to interpret
B6L05-I-17	達成	dáchéng	Vpt	to realize, to reach
B6L05-I-18	道謝	dàoxiè	V-sep	to say thanks to, to express appreciation to
B6L05-I-19	面前	miànqián	N	in front of, before
B6L05-I-20	紊亂	wènluàn	Vs	in a mess, in chaos, all mixed up
B6L05-I-22	人家	rénjiā	N	other people
B6L05-I-23	校長	xiàozhǎng	N	principal (primary, secondary school), president (university)
B6L05-I-24	旅途	lǚtú	N	trip, travels
B6L05-I-25	勞累	láolèi	Vs	tired, tiring
B6L05-I-26	傲慢	àomàn	Vs	arrogant
B6L05-I-27	皺眉	zhòuméi	V-sep	to wrinkle one's eyebrows, to frown
B6L05-I-28	標識	biāozhì	N	mark, logo, marking, sign
B6L05-I-29	國際觀	guójìguān	N	global perspective
B6L05-I-30	接軌	jiēguǐ	Vi	to integrate with (another entity), to get in step with, (lit. connect rails)
B6L05-I-31	身在	shēnzài	Vst	(of a person) located, to be (somewhere)
B6L05-I-T-01	柏林	Bólín		Berlin
B6L05-I-T-02	土耳其	Tǔěrqí		Turkey
B6L05-II-01	眼見	yǎnjiàn	V	seeing that, to observe
B6L05-II-02	心急	xīnjí	Vs	anxious, agitated
B6L05-II-03	浪潮	làngcháo	N	wave, trend
B6L05-II-04	抛	pāo	V	to toss, to throw, cast aside
B6L05-II-05	淘汰	táotài	Vpt	to eliminate (through competition), weed out
B6L05-II-06	督促	dūcù	V	supervise and urge, to urge
B6L05-II-07	背	bèi	V	to memorize
B6L05-II-08	單字	dānzì	N	vocabulary, word
B6L05-II-09	倍增	bèizēng	Vp	to increase or improve exponentially
B6L05-II-10	限於	xiànyú	Vst	limited to
B6L05-II-11	遼闊	liáokuò	Vs	expansive, vast
B6L05-II-12	之外	zhīwài	N	other than, in addition to
B6L05-II-13	境地	jìngdì	N	circumstances, situation, condition
B6L05-II-14	孤立	gūlì	Vs	isolated
B6L05-II-15	賽事	sàishì	N	competition, match, race, games
B6L05-II-16	島嶼	dǎoyǔ	N	island
B6L05-II-17	四處	sìchù	Adv	everywhere
B6L05-II-18	拼音	pīnyīn	N	romanization, spelling
B6L05-II-19	錯誤百出	cuòwù bǎichū	Ph	riddled with mistakes
B6L05-II-20	精良	jīngliáng	Vs	superior
B6L05-II-21	前來	qiánlái	Adv	to come over
B6L05-II-22	版本	bǎnběn	N	version
B6L05-II-23	源源不絕	yuányuán bùjué	Ph	in uninterrupted flow, in continuous stream
B6L05-II-24	訪客	fǎngkè	N	visitor
B6L05-II-25	人文	rénwén	N	cultural, (below) the humanities
B6L05-II-26	景觀	jǐngguān	N	view, landscape, background
B6L05-II-27	底蘊	dǐyùn	N	foundation, background
B6L05-II-28	深厚	shēnhòu	Vs	deep, solid
B6L05-II-29	步調	bùdiào	N	pace
B6L05-II-30	家傳	jiāchuán	Vs-attr	traditional, local
B6L05-II-31	勤讀	qíndú	V	to diligently study
B6L05-II-32	書籍	shūjí	N	books, reading material
B6L05-II-33	知曉	zhīxiǎo	Vst	familiar with, proficient in
B6L05-II-34	勤奮	qínfèn	Adv	diligently and conscientiously
B6L05-II-35	駕馭	jiàyù	V	to master
B6L05-II-36	重點	zhòngdiǎn	N	main point, key point
B6L05-II-37	磨損	mósǔn	Vp	to wear away
B6L05-II-38	攪碎	jiǎosuì	V	to grind, to shred
B6L05-II-39	翻	fān	V	to flip through, to turn (the pages of), crack a book
B6L05-II-40	字典	zìdiǎn	N	dictionary
B6L05-II-41	腦子	nǎozi	N	brain
B6L05-II-42	區塊	qūkuài	N	area, block
B6L05-II-43	自大	zìdà	Vs	arrogant, conceited, a swelled-head
B6L05-II-44	獨白	dúbái	N	monologue, soliloquy
B6L05-II-45	上演	shàngyǎn	V	to perform, to put on (a performance)
B6L05-II-46	戲碼	xìmǎ	N	play, drama
B6L05-II-T-01	傑克	Jiékè		The Czech Republic
B6L06-I-0-01	貓熊	māoxióng	N	panda
B6L06-I-0-02	人見人愛	rénjiàn rén'ài		d; everbody loves, loved by all
B6L06-I-0-03	征服	zhēngfú	V	to conquer, to subdue, to vanquish
B6L06-I-0-04	促進	cùjìn	Vpt	to promote
B6L06-I-0-05	友好	yǒuhǎo	Vs	friendly, amicable, cordial
B6L06-I-0-06	使者	shǐzhě	N	envoy, emissary
B6L06-I-0-07	沾染	zhānrǎn	Vpt	soiled with, tainted with, stained with
B6L06-I-0-08	色彩	sècǎi	N	colors, hues, flavor, character, slant
B6L06-I-0-09	抵制	dǐzhì	V	to boycott
B6L06-I-0-10	繁殖	fánzhí	Vi	to breed, to reproduce, reproduction
B6L06-I-0-11	名義	míngyì	N	in the capacity of
B6L06-I-0-12	租借	zūjiè	V	to lease
B6L06-I-01	出訪	chūfǎng	V	to pay an official visit to a friendly foreign country
B6L06-I-02	風雲女性	fēngyún nǚxìng	Ph	"influential/important women, used in the phrase ""Woman of the Year"""
B6L06-I-03	全程	quánchéng	Adv	over the entire duration of
B6L06-I-04	直播	zhíbò	V	to live broadcast
B6L06-I-05	產下	chǎnxià	Vpt	to give birth to
B6L06-I-06	雙胞胎	shuāngbāotái	N	twins
B6L06-I-07	睜眼	zhēngyǎn	V-sep	to open one's eyes
B6L06-I-08	登上	dēngshàng	Vpt	to ascend to (prominence)
B6L06-I-09	頭條	tóutiáo	N	headline
B6L06-I-10	數位化	shùwèihuà	Vp	digital, to digitize
B6L06-I-11	追溯	zhuīsù	V	to trace back to
B6L06-I-12	至	zhì	Prep	to, up to
B6L06-I-13	何時何地	héshí hédì	Ph	anytime, anywhere
B6L06-I-14	女皇	nǚhuáng	N	empress, queen
B6L06-I-15	贈送	zèngsòng	V	to give (as a gift)
B6L06-I-16	記載	jìzài	V/N	to record, to put down in writing, records
B6L06-I-17	夫人	fúrén	N	wife of a prominent figure, lady, madame
B6L06-I-18	表	biǎo	V	to show (gratitude, etc.)
B6L06-I-19	救濟	jiùjì	V	to provide relief to, relief
B6L06-I-20	謝意	xièyì	N	gratitude, thankfulness, appreciation
B6L06-I-21	自此	zìcǐ	Adv	from then on, thereupon
B6L06-I-22	政權	zhèngquán	N	political power, regime
B6L06-I-23	欲	yù	Vaux	to want to, to wish to, to desire to
B6L06-I-24	藉此	jiècǐ	Ph	(literary) thereby
B6L06-I-25	雙邊	shuāngbiān	Vs-attr	bilateral, both parties
B6L06-I-26	稀有	xīyǒu	Vs	rare
B6L06-I-27	飼養場	sìyǎngchǎng	N	livestock or poultry farm
B6L06-I-28	分別	fēnbié	Adv	respectively
B6L06-I-29	貨幣	huòbì	N	currency, money
B6L06-I-30	設	shè	V	to establish, to set up
B6L06-I-31	互	hù	Adv	(with) each other, mutual (literary)
B6L06-I-32	訪問	fǎngwèn	V	to visit, interview; visit, interview
B6L06-I-33	領取	lǐngqǔ	V	to collect, to receive
B6L06-I-34	否決	fǒujué	V	to veto
B6L06-I-35	因而	yīn'ér	Conj	therefore, as a result
B6L06-I-36	作罷	zuòbà	Vi	to call it quits
B6L06-I-T-01	甜甜	Tiántián		Tian Tian
B6L06-I-T-02	BBC	BBC		British Broadcasting Corporation
B6L06-I-T-03	美香	Měixiāng		Mei Xiang
B6L06-I-T-04	圓仔	Yuánxǎi		Yuan Zai
B6L06-I-T-05	唐朝/代	Tángcháo/dài		Tang Dynasty (618-907)
B6L06-I-T-06	武則天	Wǔzétiān		Wu Zetian (the only female monarch of China, 624-705)
B6L06-I-T-07	天武天皇	Tiānwǔ tiānhuáng		Emperor Temmu (the 40th Emperor of Japan, 631-686)
B6L06-I-T-08	宋美齡	Sòng Měilíng		Soong May-ling (Madame Chiang Kai-shek, 1897-2003)
B6L06-I-T-09	中共	Zhōnggòng		Communist Party of China (CPC)
B6L06-I-T-10	蘇聯	Sūlián		the Soviet Union
B6L06-I-T-11	北韓	Běihán		North Korea
B6L06-I-T-12	邁阿密	Mài'āmì		Miami
B6L06-I-T-13	芝加哥	Zhījiāgē		Chicago
B6L06-I-T-14	國務院	Guówùyuàn		State Department (US)
