ID	Traditional	Pinyin	POS	Meaning	Tags	Audio
B5L05-I-0-11	缺陷	quēxiàn	N	defect, imperfection		[sound:B5.05-03.012.mp3]
B5L05-I-0-12	任	rèn	M	measure for terms (e.g., first term as president)		[sound:B5.05-03.013.mp3]
B5L05-I-0-13	丈夫	zhàngfū	N	husband		[sound:B5.05-03.014.mp3]
B5L05-I-0-14	懷孕	huáiyùn	Vp-sep	to be pregnant		[sound:B5.05-03.015.mp3]
B5L05-I-0-15	毛遂自薦	máosuì zìjiàn	Id	volunteer one's services, recommend oneself		[sound:B5.05-03.016.mp3]
B5L05-I-0-16	日新月異	rìxīn yuèyì	Id	to advance with each passing day		[sound:B5.05-03.017.mp3]
B5L05-I-0-17	倫理	lúnlǐ	N	ethics		[sound:B5.05-03.018.mp3]
B5L05-I-0-18	整合	zhěnghé	V	to integrate		[sound:B5.05-03.019.mp3]
B5L05-I-0-19	合法化	héfǎhuà	Vp	to legalize		[sound:B5.05-03.020.mp3]
B5L05-I-0-20	需求	xūqiú	N	demand, need, requirements		[sound:B5.05-03.021.mp3]
B5L05-I-0-21	一線希望	yíxiàn xīwàng	Id	a ray of hope, minimal possibility		[sound:B5.05-03.022.mp3]
B5L05-I-0-22	惡夢	è'mèng'	N	nightmare		[sound:B5.05-03.023.mp3]
B5L05-I-01	看似	kànsì	Vst	seemingly, look like, seem		[sound:B5.05-03.025.mp3]
B5L05-I-02	費盡	fèijìn	V	to take great pains to, exert great effort to		[sound:B5.05-03.026.mp3]
B5L05-I-03	千辛萬苦	qiānxīn wànkǔ	Id	untold hardships, innumerable trials and tribulations		[sound:B5.05-03.027.mp3]
B5L05-I-04	因素	yīnsù	N	factor, element		[sound:B5.05-03.028.mp3]
B5L05-I-05	皆	jiē	Adv	all (same as 都 but formal)		[sound:B5.05-03.029.mp3]
B5L05-I-06	承受	chéngshòu	V	to bear, withstand, put up with		[sound:B5.05-03.030.mp3]
B5L05-I-07	不得已	bùdéyǐ	Vs	to have no choice but to, to be forced to, have to		[sound:B5.05-03.031.mp3]
B5L05-I-08	代孕	dàiyùn	Vi	to surrogate, to perform surrogacy		[sound:B5.05-03.032.mp3]
B5L05-I-09	婚外情	hūnwàiqíng	N	extramarital affair		[sound:B5.05-03.033.mp3]
B5L05-I-10	破碎	pòsuì	Vs	to break, shatter		[sound:B5.05-03.034.mp3]
B5L05-I-11	悲劇	bēijù	N	tragedy		[sound:B5.05-03.035.mp3]
B5L05-I-12	雙方	shuāngfāng	N	both parties		[sound:B5.05-03.036.mp3]
B5L05-I-13	渴望	kěwàng	N/Vst	longing, yearning; to long for, yearn for		[sound:B5.05-03.037.mp3]
B5L05-I-14	供需	gōngxū	N	supply and demand		[sound:B5.05-03.038.mp3]
B5L05-I-15	利人利己	lìrén lìjǐ	Id	benefit both oneself and others		[sound:B5.05-03.039.mp3]
B5L05-I-16	雙贏	shuāngyíng	Vi	win-win		[sound:B5.05-03.040.mp3]
B5L05-I-17	反觀	fǎnguān	V	looking back on, contrasting this with, when we reflect on		[sound:B5.05-03.041.mp3]
B5L05-I-18	連續	liánxù	Adv	continuously, in a row, successively		[sound:B5.05-03.042.mp3]
B5L05-I-19	排名	páimíng	Vst	to rank		[sound:B5.05-03.043.mp3]
B5L05-I-20	倒數	dàoshǔ	Vs-attr	"counting backward, from the end, from the bottom of the list (in English, 倒數第二名 can be translated ""second worst/lowest/least"")"		[sound:B5.05-03.044.mp3]
B5L05-I-21	始終	shǐzhōng	Adv	all the while, all along, invariably		[sound:B5.05-03.045.mp3]
B5L05-I-22	忽視	hūshì	V	to ignore, neglect, overlook		[sound:B5.05-03.046.mp3]
B5L05-I-23	夫妻	fūqī	N	husband and wife, married couple		[sound:B5.05-03.047.mp3]
B5L05-I-24	協助	xiézhù	V	to assist		[sound:B5.05-03.048.mp3]
B5L05-I-25	長輩	zhǎngbèi	N	elder, one's superior		[sound:B5.05-03.049.mp3]
B5L05-I-26	忍受	rěnshòu	Vst	to endure, suffer		[sound:B5.05-03.050.mp3]
B5L05-I-27	如願	rúyuàn	Vs-sep	as one hopes, as one wishes		[sound:B5.05-03.051.mp3]
B5L05-I-28	自主權	zìzhǔquán	N	right to make one's own decisions, autonomy		[sound:B5.05-03.052.mp3]
B5L05-II-01	固然	gùrán	Adv	granted, certainly, while it is definitely true that		[sound:B5.05-07.002.mp3]
B5L05-II-02	交易	jiāoyì	Vi	to trade, transact, carry out a transaction		[sound:B5.05-07.003.mp3]
B5L05-II-03	屬	shǔ	Vst	to belong to, be part of (a category)		[sound:B5.05-07.004.mp3]
B5L05-II-04	族群	zúqún	N	group of people (e.g., ethnic group, disadvantaged group)		[sound:B5.05-07.005.mp3]
B5L05-II-05	等於	děngyú	Vst	tantamount to, equal to		[sound:B5.05-07.006.mp3]
B5L05-II-06	階級	jiējí	N	class (in society)		[sound:B5.05-07.007.mp3]
B5L05-II-07	間接	jiànjiē	Adv	indirectly		[sound:B5.05-07.008.mp3]
B5L05-II-08	錯誤	cuòwù	N	mistake		[sound:B5.05-07.009.mp3]
B5L05-II-09	性別	xìngbié	N	sex, gender		[sound:B5.05-07.010.mp3]
B5L05-II-10	抽菸	chōuyān	Ph	to smoke a cigarette		[sound:B5.05-07.011.mp3]
B5L05-II-11	胎兒	tāi'ér'	N	fetus		[sound:B5.05-07.012.mp3]
B5L05-II-12	不良	bùliáng	Vs-attr	harmful, bad		[sound:B5.05-07.013.mp3]
B5L05-II-13	分離	fēnlí	Vi	to be separated from		[sound:B5.05-07.014.mp3]
B5L05-II-14	契約	qìyuē	N	contract, agreement		[sound:B5.05-07.015.mp3]
B5L05-II-15	仲介	zhòngjiè	N	intermediary, agent, middleman		[sound:B5.05-07.016.mp3]
B5L05-II-16	角色	jiǎosè	N	role		[sound:B5.05-07.017.mp3]
B5L05-II-17	涉及	shèjí	Vst	to involve, relate to		[sound:B5.05-07.018.mp3]
B5L05-II-18	規範	guīfàn	V/N	to regulate, standardize; standard		[sound:B5.05-07.019.mp3]
B5L05-II-19	黑白不分	hēibái bùfēn	Id	cannot tell truth from non-truth		[sound:B5.05-07.020.mp3]
B5L05-II-20	是非不明	shìfēi bùmíng	Id	cannot tell truth from non-truth		[sound:B5.05-07.021.mp3]
B5L05-II-21	紛紛	fēnfēn	Adv	one after another, in succession		[sound:B5.05-07.022.mp3]
B5L05-II-22	精子	jīngzǐ	N	sperm		[sound:B5.05-07.023.mp3]
B5L05-II-23	搞定	gǎodìng	V	to have it resolved		[sound:B5.05-07.024.mp3]
B5L05-II-24	獨一無二	dúyī wú'èr'	Id	unique, one of a kind		[sound:B5.05-07.025.mp3]
B5L05-II-25	總之	zǒngzhī	Adv	to sum it up, in short, in conclusion		[sound:B5.05-07.026.mp3]
B5L06-I-0-01	死刑	sǐxíng	N	capital punishment, the death penalty		[sound:B5.06-03.002.mp3]
B5L06-I-0-02	存廢	cúnfèi	N	preservation or abolishment, to preserve or to abolish (contracted word from 保存 + 廢除)		[sound:B5.06-03.003.mp3]
B5L06-I-0-03	爭議	zhēngyì	N	controversy		[sound:B5.06-03.004.mp3]
B5L06-I-0-04	僵局	jiāngjú	N	stalemate, deadlock, impasse		[sound:B5.06-03.005.mp3]
B5L06-I-0-05	各自	gèzì	Adv	each, respectively		[sound:B5.06-03.006.mp3]
B5L06-I-01	嚇阻	hèzǔ	V	to deter (through intimidation)		[sound:B5.06-03.008.mp3]
B5L06-I-02	隔離	gélí	V	to isolate, separate, quarantine		[sound:B5.06-03.009.mp3]
B5L06-I-03	罪犯	zuìfàn	N	criminal		[sound:B5.06-03.010.mp3]
B5L06-I-04	隨機	suíjī	Adv	randomly		[sound:B5.06-03.011.mp3]
B5L06-I-05	殺害	shāhài	V	to murder, kill		[sound:B5.06-03.012.mp3]
B5L06-I-06	黑心	hēixīn	Vs-attr	darkened heart; evil mind (黑心食品 = unsafe food, i.e., made by profit-oriented people/companies with no conscience)		[sound:B5.06-03.013.mp3]
B5L06-I-07	案件	ànjiàn	N	(legal) case		[sound:B5.06-03.014.mp3]
B5L06-I-08	法官	fǎguān	N	judge		[sound:B5.06-03.015.mp3]
B5L06-I-09	判	pàn	V	to judge, rule, give sentencing		[sound:B5.06-03.016.mp3]
B5L06-I-10	有期徒刑	yǒuqí túxíng	Ph	prison term (sentencing with a fixed prison term)		[sound:B5.06-03.017.mp3]
B5L06-I-11	無期徒刑	wúqí túxíng	Ph	life sentence (i.e., no chance of parole)		[sound:B5.06-03.018.mp3]
B5L06-I-12	死者	sǐzhě	N	the dead person, the murder victim		[sound:B5.06-03.019.mp3]
B5L06-I-13	交代	jiāodài	N	a satisfactory answer, briefing, accountability		[sound:B5.06-03.020.mp3]
B5L06-I-14	彌補	míbǔ	V	to make up for, compensate for		[sound:B5.06-03.021.mp3]
B5L06-I-15	家屬	jiāshǔ	N	family, family members		[sound:B5.06-03.022.mp3]
B5L06-I-16	或者	huòzhě	Conj	or		[sound:B5.06-03.023.mp3]
B5L06-I-17	犯人	fànrén	N	criminal, prisoner		[sound:B5.06-03.024.mp3]
B5L06-I-18	出獄	chūyù	Vi	to be released from prison (監獄, jiānyù, prison)		[sound:B5.06-03.025.mp3]
B5L06-I-19	把	bǎ	M	"measure for ""graspable"" objects like rulers, chairs, salt etc"		[sound:B5.06-03.026.mp3]
B5L06-I-20	尺	chǐ	N	ruler		[sound:B5.06-03.027.mp3]
B5L06-I-21	現行	xiànxíng	Vs-attr	existing, current		[sound:B5.06-03.028.mp3]
B5L06-I-22	假釋	jiǎshì	Vi	parole		[sound:B5.06-03.029.mp3]
B5L06-I-23	永久	yǒngjiǔ	Adv	forever, permanently		[sound:B5.06-03.030.mp3]
B5L06-I-24	害怕	hàipà	Vs	to be afraid of, to fear		[sound:B5.06-03.031.mp3]
B5L06-I-25	報復	bàofù	V/N	to retaliate, get revenge; vengeance		[sound:B5.06-03.032.mp3]
B5L06-I-26	納稅	nàshuì	V-sep	to pay taxes		[sound:B5.06-03.033.mp3]
B5L06-I-27	懲罰	chéngfá	N/V	punishment; to punish		[sound:B5.06-03.034.mp3]
B5L06-I-28	犯罪	fànzuì	V-sep	to commit a crime		[sound:B5.06-03.035.mp3]
B5L06-I-29	罰單	fádān	N	ticket (for a fine)		[sound:B5.06-03.036.mp3]
B5L06-I-30	闖紅燈	chuǎng hóngdēng	Ph	run a red light (闖, to rush, break through; 紅燈, red light)		[sound:B5.06-03.037.mp3]
B5L06-I-31	開	kāi	V	to write (a ticket)		[sound:B5.06-03.038.mp3]
B5L06-I-32	同理	tónglǐ	Adv	by the same token, similarly		[sound:B5.06-03.039.mp3]
B5L06-I-33	換句話說	huànjùhuà shuō	Ph	in other words, to put it another way		[sound:B5.06-03.040.mp3]
B5L06-I-34	維持	wéichí	V	to keep, maintain		[sound:B5.06-03.041.mp3]
B5L06-I-35	相較於	xiāngjiào yú	Ph	in comparison to, compared to (classical Chinese)		[sound:B5.06-03.042.mp3]
B5L06-I-36	人權	rénquán	N	human rights		[sound:B5.06-03.043.mp3]
B5L06-I-37	廢除	fèichú	V	to abolish		[sound:B5.06-03.044.mp3]
B5L06-I-38	被害人	bèihàirén	N	victim		[sound:B5.06-03.045.mp3]
B5L06-I-39	孤兒	gū'ér'	N	orphan		[sound:B5.06-03.046.mp3]
B5L06-I-40	不然	bùrán	Conj	otherwise		[sound:B5.06-03.047.mp3]
B5L06-I-41	毀	huǐ	V	to destroy		[sound:B5.06-03.048.mp3]
B5L06-I-42	氣憤	qìfèn	Vs	indignant, angry		[sound:B5.06-03.049.mp3]
B5L06-I-43	恨	hèn	Vst	to hate		[sound:B5.06-03.050.mp3]
B5L06-I-44	報仇	bàochóu	V-sep	to get revenge, get vengeance		[sound:B5.06-03.051.mp3]
B5L06-I-45	便宜	piányí	Vst	to let somebody off easy		[sound:B5.06-03.052.mp3]
B5L06-I-46	置身事外	zhìshēn shìwài	Id	to remain aloof, sit on the sidelines, not be involved		[sound:B5.06-03.053.mp3]
B5L06-I-47	放下	fàngxià	V	"let it go, let it be, ""forgive"""		[sound:B5.06-03.054.mp3]
B5L06-I-48	凶手	xiōngshǒu	N	murderer, killer		[sound:B5.06-03.055.mp3]
B5L06-I-49	感同身受	gǎntóng shēnshòu	Id	to empathize, feel like own experience		[sound:B5.06-03.056.mp3]
B5L06-I-50	生前	shēngqián	N	during one's life, before one's death		[sound:B5.06-03.057.mp3]
B5L06-I-51	恐懼	kǒngjù	N	fear		[sound:B5.06-03.058.mp3]
B5L06-I-52	心痛	xīntòng	Ph	the pain in one's heart, heartbreak, heartache		[sound:B5.06-03.059.mp3]
B5L06-I-53	天平	tiānpíng	N	balance, scales		[sound:B5.06-03.060.mp3]
B5L06-I-54	衡量	héngliáng	V	to weigh, evaluate		[sound:B5.06-03.061.mp3]
B5L06-I-55	坦白	tǎnbái	Vs	honesty, honest (坦白說 = to be honest/frank/candid)		[sound:B5.06-03.062.mp3]
B5L06-I-56	撫慰	fǔwèi	V	to console, comfort		[sound:B5.06-03.063.mp3]
B5L06-I-57	剛剛好	gānggāng hǎo	Ph	just right, just enough, just the right amount, time, color, etc. (meaning here: justice done)		[sound:B5.06-03.064.mp3]
B5L06-II-01	無濟於事	wújì yúshì	Id	to not help the situation; does not do anybody good, of no use		[sound:B5.06-07.002.mp3]
B5L06-II-02	致力	zhìlì	Adv	with all might and mind		[sound:B5.06-07.003.mp3]
B5L06-II-03	推動	tuīdòng	V	to promote, push		[sound:B5.06-07.004.mp3]
B5L06-II-04	漫漫長路	mànmàn chánglù	Id	a long road, there is still a long way to go		[sound:B5.06-07.005.mp3]
B5L06-II-05	刑罰	xíngfá	N	punishment, penalty		[sound:B5.06-07.006.mp3]
B5L06-II-06	顯得	xiǎnde	Vaux	to appear, seem, come off as		[sound:B5.06-07.007.mp3]
B5L06-II-07	費	fèi	V	to exert (lit. pay out)		[sound:B5.06-07.008.mp3]
B5L06-II-08	心力	xīnlì	N	effort (physical and mental)		[sound:B5.06-07.009.mp3]
B5L06-II-09	冤枉	yuānwǎng	V	to be wronged, treated unjustly		[sound:B5.06-07.010.mp3]
B5L06-II-10	槍決	qiāngjué	N/V	execution by shooting; to execute by shooting		[sound:B5.06-07.011.mp3]
B5L06-II-11	犯案	fàn'àn'	Vp-sep	to be implicated in a crime		[sound:B5.06-07.012.mp3]
B5L06-II-12	充足	chōngzú	Vs	ample, sufficient, adequate		[sound:B5.06-07.013.mp3]
B5L06-II-13	保證	bǎozhèng	V/N	to guarantee; guarantee		[sound:B5.06-07.014.mp3]
B5L06-II-14	誤判	wùpàn	V/N	to err in judicial judgement; erroneous judgement, miscarriage of justice		[sound:B5.06-07.015.mp3]
B5L06-II-15	失誤	shīwù	N	mistake, error		[sound:B5.06-07.016.mp3]
B5L06-II-16	無價	wújià	Vs	priceless		[sound:B5.06-07.017.mp3]
B5L06-II-17	賠償	péicháng	N/V	compensation, reparation; to compensate, make reparations		[sound:B5.06-07.018.mp3]
B5L06-II-18	善良	shànliáng	Vs	good and kind		[sound:B5.06-07.019.mp3]
B5L06-II-19	一面	yímiàn	Ph	side (i.e., a good side)		[sound:B5.06-07.020.mp3]
B5L06-II-20	可貴	kěguì	Vs	valuable, priceless		[sound:B5.06-07.021.mp3]
B5L06-II-21	同情	tóngqíng	Vst/N	to sympathize; sympathy		[sound:B5.06-07.022.mp3]
B5L06-II-22	換不回	huànbùhuí	Ph	cannot get it back		[sound:B5.06-07.023.mp3]
B5L06-II-23	和解	héjiě	Vi	to reconcile, make up		[sound:B5.06-07.024.mp3]
B5L06-II-24	認錯	rèncuò	V-sep	to admit one's error		[sound:B5.06-07.025.mp3]
B5L06-II-25	重新	chóngxīn	Adv	anew, afresh		[sound:B5.06-07.026.mp3]
B5L06-II-26	大愛	dà'ài'	N	great love, love at the highest level		[sound:B5.06-07.027.mp3]
B5L06-II-27	感受	gǎnshòu	N	feelings		[sound:B5.06-07.028.mp3]
B5L06-II-28	只是	zhǐshì	Adv	but at the same time, we must realize that		[sound:B5.06-07.029.mp3]
B5L06-II-29	一命還一命	yímìng huán yímìng	Id	a life for a life, an eye for an eye		[sound:B5.06-07.030.mp3]
B5L06-II-30	好受	hǎoshòu	Vs	to feel better		[sound:B5.06-07.031.mp3]
B5L06-II-31	也就是說	yějiùshìshuō	Ph	that is to say, that is, i.e.,		[sound:B5.06-07.032.mp3]
B5L06-II-32	歐盟	Ōuméng	N	the EU, European Union		[sound:B5.06-07.033.mp3]
B5L06-II-33	潮流	cháoliú	N	trend		[sound:B5.06-07.034.mp3]
B5L06-II-34	意識到	yìshìdào	Vpt	to be conscious of, to be aware of		[sound:B5.06-07.035.mp3]
B5L06-II-35	唯有	wéiyǒu	Adv	only by		[sound:B5.06-07.036.mp3]
B5L06-II-36	身旁	shēnpáng	N	next to, around you		[sound:B5.06-07.037.mp3]
B5L06-II-37	打造	dǎzào	V	to create, implement		[sound:B5.06-07.038.mp3]
B5L06-II-38	根本	gēnběn	Adv	completely, fundamentally, thoroughly		[sound:B5.06-07.039.mp3]
B5L07-I-0-01	傷腦筋	shāng nǎojīn	Id	to cause a headache, a pain in the neck, to be knotty/troublesome (said of issues or problems)		[sound:B5.07-03.002.mp3]
B5L07-I-0-02	受益	shòuyì	Vp	to be benefited, to benefit (from)		[sound:B5.07-03.003.mp3]
B5L07-I-0-03	財富	cáifù	N	wealth		[sound:B5.07-03.004.mp3]
B5L07-I-0-04	思考	sīkǎo	V	to ponder		[sound:B5.07-03.005.mp3]
B5L07-I-01	清晨	qīngchén	N	early morning		[sound:B5.07-03.007.mp3]
B5L07-I-02	同齡	tónglíng	Vs	to be of the same age		[sound:B5.07-03.008.mp3]
B5L07-I-03	遇上	yùshàng	Vpt	to encounter, come across		[sound:B5.07-03.009.mp3]
B5L07-I-04	白工	báigōng	N	work done in vain, wasted work		[sound:B5.07-03.010.mp3]
B5L07-I-05	沖走	chōngzǒu	V	to be washed away		[sound:B5.07-03.011.mp3]
B5L07-I-06	（一）大半	(yí) dàbàn	Ph	a huge portion of, more than half		[sound:B5.07-03.012.mp3]
B5L07-I-07	慘重	cǎnzhòng	Vs	heavy (said of losses)		[sound:B5.07-03.013.mp3]
B5L07-I-08	值錢	zhíqián	Vs	valuable		[sound:B5.07-03.014.mp3]
B5L07-I-09	村	cūn	N	village		[sound:B5.07-03.015.mp3]
B5L07-I-10	可憐	kělián	Vs	pitiful, pitiable, poor		[sound:B5.07-03.016.mp3]
B5L07-I-11	相依為命	xiāngyī wéimìng	Id	to depend on each other (for survival)		[sound:B5.07-03.017.mp3]
B5L07-I-12	一身病痛	yìshēn bìngtòng	Id	illness and pain all over the body		[sound:B5.07-03.018.mp3]
B5L07-I-13	懂事	dǒngshì	Vs	sensible, to have a good head on one's shoulders		[sound:B5.07-03.019.mp3]
B5L07-I-14	主動	zhǔdòng	Adv	take the initiative, take it upon oneself to		[sound:B5.07-03.020.mp3]
B5L07-I-15	援助	yuánzhù	V/N	to assist; assistance, aid		[sound:B5.07-03.021.mp3]
B5L07-I-16	口袋	kǒudài	N	pocket		[sound:B5.07-03.022.mp3]
B5L07-I-17	吃力	chīlì	Vs	to entail strenuous effort, be a strain		[sound:B5.07-03.023.mp3]
B5L07-I-18	家產	jiāchǎn	N	family property		[sound:B5.07-03.024.mp3]
B5L07-I-19	一無所有	yìwú suǒyǒu	Id	have nothing at all, not own a thing in the world, penniless		[sound:B5.07-03.025.mp3]
B5L07-I-20	對於	duìyú	Prep	as to, with regard to, to		[sound:B5.07-03.026.mp3]
B5L07-I-21	累積	lěijī	V	to accumulate		[sound:B5.07-03.027.mp3]
B5L07-I-22	貧戶	pínhù	N	households below poverty line		[sound:B5.07-03.028.mp3]
B5L07-I-23	袖手旁觀	xiùshǒu pángguān	Id	stand by and watch, sit there twiddling one's thumbs, not lift a finger		[sound:B5.07-03.029.mp3]
B5L07-I-24	調整	tiáozhěng	V/N	to adjust; adjustment		[sound:B5.07-03.030.mp3]
B5L07-I-25	創造	chuàngzào	V	to create		[sound:B5.07-03.031.mp3]
B5L07-I-26	津貼	jīntiē	N	allowance (as in travel allowance)		[sound:B5.07-03.032.mp3]
B5L07-I-27	等同	děngtóng	Vst	tantamount to, equivalent to		[sound:B5.07-03.033.mp3]
B5L07-I-28	補貼	bǔtiē	V/N	to subsidize; subsidy		[sound:B5.07-03.034.mp3]
B5L07-I-29	分子	fènzǐ	N	member (of an organization)		[sound:B5.07-03.035.mp3]
B5L07-I-30	舉例	jǔlì	V-sep	to give an example		[sound:B5.07-03.036.mp3]
B5L07-I-31	工資	gōngzī	N	pay, salary		[sound:B5.07-03.037.mp3]
B5L07-I-32	完善	wánshàn	Vs	fully devised, perfect		[sound:B5.07-03.038.mp3]
B5L07-I-33	出手	chūshǒu	Vi	to spend, hand out, pay out		[sound:B5.07-03.039.mp3]
B5L07-I-34	大方	dàfāng	Vs	generous, magnanimous		[sound:B5.07-03.040.mp3]
B5L07-I-35	在於	zàiyú	Vst	to lie in (the fact that), consist in		[sound:B5.07-03.041.mp3]
B5L07-I-36	進行	jìnxíng	V	to carry out, conduct, undertake		[sound:B5.07-03.042.mp3]
B5L07-I-37	共享	gòngxiǎng	V	to share, enjoy		[sound:B5.07-03.043.mp3]
B5L07-I-38	倘若	tǎngruò	Conj	if, in the event that, supposing		[sound:B5.07-03.044.mp3]
B5L07-I-39	不服	bùfú	Vs	to refuse to accept, unconvinced		[sound:B5.07-03.045.mp3]
B5L07-I-40	稅收	shuìshōu	N	tax revenue		[sound:B5.07-03.046.mp3]
B5L07-I-41	生存	shēngcún	Vi/N	to survive, exist; survival		[sound:B5.07-03.047.mp3]
B5L07-I-42	提心吊膽	tíxīn diàodǎn	Id	on tenterhooks, nervous		[sound:B5.07-03.048.mp3]
B5L07-I-43	警力	jǐnglì	N	police force		[sound:B5.07-03.049.mp3]
B5L07-I-44	治安	zhì'ān'	N	public security		[sound:B5.07-03.050.mp3]
B5L07-II-01	哈佛大學	Hāfó Dàxué	N	Harvard University	Place	[sound:B5.07-07.002.mp3]
B5L07-II-02	課堂	kètáng	N	classroom		[sound:B5.07-07.003.mp3]
B5L07-II-03	心臟	xīnzàng	N	heart (organ)		[sound:B5.07-07.004.mp3]
B5L07-II-04	肺臟	fèizàng	N	lung		[sound:B5.07-07.005.mp3]
B5L07-II-05	腎臟	shènzàng	N	kidney		[sound:B5.07-07.006.mp3]
B5L07-II-06	急迫	jípò	Vs	urgent, pressing		[sound:B5.07-07.007.mp3]
B5L07-II-07	器官	qìguān	N	organ		[sound:B5.07-07.008.mp3]
B5L07-II-08	移植	yízhí	V	to transplant		[sound:B5.07-07.009.mp3]
B5L07-II-09	捐贈	juānzèng	V	to donate		[sound:B5.07-07.010.mp3]
B5L07-II-10	突然	túrán	Adv	suddenly		[sound:B5.07-07.011.mp3]
B5L07-II-11	全身	quánshēn	N	entire body		[sound:B5.07-07.012.mp3]
B5L07-II-12	麻醉	mázuì	V	to anesthetize (全身麻醉 general anesthesia)		[sound:B5.07-07.013.mp3]
B5L07-II-13	抽	chōu	V	to levy (a tax)		[sound:B5.07-07.014.mp3]
B5L07-II-14	迫切	pòqiè	Vs	urgent		[sound:B5.07-07.015.mp3]
B5L07-II-15	眾人	zhòngrén	N	people in general, the multitude		[sound:B5.07-07.016.mp3]
B5L07-II-16	奪取	duóqǔ	V	to seize, take by force		[sound:B5.07-07.017.mp3]
B5L07-II-17	堂	táng	M	measure for classes (in terms of minutes; not for courses, classrooms, or students that make up a class)		[sound:B5.07-07.018.mp3]
B5L07-II-18	奮鬥	fèndòu	Vi	to struggle, strive		[sound:B5.07-07.019.mp3]
B5L07-II-19	犧牲	xīshēng	V	to sacrifice		[sound:B5.07-07.020.mp3]
B5L07-II-20	埋	mái	V	to bury		[sound:B5.07-07.021.mp3]
B5L07-II-21	繳稅單	jiǎoshuìdān	N	tax form		[sound:B5.07-07.022.mp3]
B5L07-II-22	無所事事	wúsuǒ shìshì	Id	have nothing to do, to lay idle (here, unemployed)		[sound:B5.07-07.023.mp3]
B5L07-II-23	短暫	duǎnzhàn	Vs	transient, short, brief		[sound:B5.07-07.024.mp3]
B5L07-II-24	拼	pīn	Vs	to work hard		[sound:B5.07-07.025.mp3]
B5L07-II-25	醒	xǐng	Vp	to wake up, awaken		[sound:B5.07-07.026.mp3]
B5L07-II-26	苦笑	kǔxiào	Vi	to smile bitterly/wryly, to force a smile		[sound:B5.07-07.027.mp3]
B5L07-II-27	歪理	wāilǐ	N	preposterous argument (i.e., that's dumb! What idiot thought that up?!)		[sound:B5.07-07.028.mp3]
B5L07-II-28	米蟲	mǐchóng	N	sponge, parasite (lit. a rice bug)		[sound:B5.07-07.029.mp3]
B5L07-II-29	仍舊	réngjiù	Adv	still		[sound:B5.07-07.030.mp3]
B5L07-II-30	劫富濟貧	jiéfù jìpín	Id	steal from the rich and give to the poor (spirit of Robin Hood)		[sound:B5.07-07.031.mp3]
B5L07-II-31	強制	qiǎngzhì	Adv	by force into, coerced into		[sound:B5.07-07.032.mp3]
B5L07-II-32	奪走	duózǒu	V	to take away, snatch		[sound:B5.07-07.033.mp3]
B5L07-II-33	被迫	bèipò	Vs	to be forced, compelled		[sound:B5.07-07.034.mp3]
B5L07-II-34	捐款	juānkuǎn	V-sep	to donate money		[sound:B5.07-07.035.mp3]
B5L07-II-35	眼紅	yǎnhóng	Vs	to covet, envious		[sound:B5.07-07.036.mp3]
B5L07-II-36	分享	fēnxiǎng	V	to share		[sound:B5.07-07.037.mp3]
B5L07-II-37	成果	chéngguǒ	N	outcome, result		[sound:B5.07-07.038.mp3]
B5L07-II-38	不勞而獲	bùláo érhuò	Id	to reap where one has not sown, get something for nothing		[sound:B5.07-07.039.mp3]
B5L07-II-39	依靠	yīkào	V	to rely on, depend on		[sound:B5.07-07.040.mp3]
B5L07-II-40	拉	lā	V	to pull		[sound:B5.07-07.041.mp3]
B5L07-II-41	貧窮	pínqióng	N	poverty		[sound:B5.07-07.042.mp3]
B5L07-II-42	強盜	qiángdào	N	robber		[sound:B5.07-07.043.mp3]
B5L07-II-43	打擊	dǎjí	V	to strike a blow to		[sound:B5.07-07.044.mp3]
B5L07-II-44	創富	chuàngfù	Vi	to create wealth		[sound:B5.07-07.045.mp3]
B5L07-II-45	介入	jièrù	V	to intervene, get involved in		[sound:B5.07-07.046.mp3]
B5L08-I-0-01	左右為難	zuǒyòu wéinán	Id	in a dilemma, be in a bind, in a predicament, in a fix		[sound:B5.08-03.002.mp3]
B5L08-I-0-02	難民	nànmín	N	refugees		[sound:B5.08-03.003.mp3]
B5L08-I-0-03	男童	nántóng	N	boy, male child		[sound:B5.08-03.004.mp3]
B5L08-I-0-04	溺死	nìsǐ	Vp	to drown (to death), die from drowning		[sound:B5.08-03.005.mp3]
B5L08-I-0-05	震驚	zhènjīng	Vpt	to shock, stun, startle		[sound:B5.08-03.006.mp3]
B5L08-I-0-06	接連	jiēlián	Adv	in succession, in a row		[sound:B5.08-03.007.mp3]
B5L08-I-0-07	事件	shìjiàn	N	incident, episode		[sound:B5.08-03.008.mp3]
B5L08-I-0-08	不滿	bùmǎn	Vs	discontent, unhappy with		[sound:B5.08-03.009.mp3]
B5L08-I-01	分擔	fēndān	V	to share a burden, share responsibility		[sound:B5.08-03.011.mp3]
B5L08-I-02	化	huà	V	to turn into, change into, convert into, transform into		[sound:B5.08-03.012.mp3]
B5L08-I-03	轉機	zhuǎnjī	N	(life-saving) opportunity		[sound:B5.08-03.013.mp3]
B5L08-I-04	海面	hǎimiàn	N	the surface of the ocean/sea		[sound:B5.08-03.014.mp3]
B5L08-I-05	難以數計	nányǐ shùjì	Id	countless (lit. hard to calculate)		[sound:B5.08-03.015.mp3]
B5L08-I-06	屍體	shītǐ	N	corpse, body		[sound:B5.08-03.016.mp3]
