ID	Traditional	Pinyin	POS	Meaning
B4L12-II-20	遙遠	yáoyuǎn	Vs	remote
B4L12-II-21	無論	wúlùn	Conj	no matter, regardless
B4L12-II-22	明明	míngmíng	Adv	clearly, obviously
B4L12-II-23	骯髒	āngzāng	Vs	dirty
B4L12-II-24	顧	gù	V	to care about
B4L12-II-25	自身	zìshēn	N	one's own
B4L12-II-26	政客	zhèngkè	N	politico
B4L12-II-27	縱容	zòngróng	V	to condone, tolerate
B4L12-II-28	使得	shǐde	Vst	to make, to cause
B4L12-II-29	工廠	gōngchǎng	N	factory
B4L12-II-30	密集	mìjí	Vs	crowded with high density of
B4L12-II-31	遭受	zāoshòu	Vst	to suffer from, be subjected to
B4L12-II-32	困苦	kùnkǔ	Vs	distressed
B4L12-II-33	老人年金	lǎorénniánjīn		annuity payment for senior citizens (provided by The National Pension Program in Taiwan)
B4L12-II-34	無家可歸	wújiā kěguī		homeless, no home to go back to
B4L12-II-35	以...為...	yǐ...wéi...		taking... as... (formal)
B4L12-II-36	漠不關心	mòbù guānxīn		indifferent
B4L12-II-37	發言權	fāyán quán		right to speak, (here) a voice (in politics, etc.)
B4L12-II-38	影響力	yǐngxiǎng lì		influence
B4L12-II-39	官商勾結	guānshāng gōujié		collusion between politicians and business people
B4L12-II-40	貧富懸殊	pínfù xuánshū		a huge gap between the rich and the poor
B4L12-II-41	息息相關	xíxí xiāngguān		inextricably related to
B5L01-I-0-01	言論	yánlùn	N	speech, act of speaking
B5L01-I-0-02	界線	jièxiàn	N	boundaries, demarcation
B5L01-I-0-03	臉書	liǎnshū	N	Facebook
B5L01-I-0-04	則	zé	M	measure for short, usually formal writings
B5L01-I-0-05	留言	liúyán	N	posted messages, comments
B5L01-I-0-06	停止	tíngzhǐ	Vp	to call off, to cease
B5L01-I-0-07	決策	juécè	N	policy
B5L01-I-01	無罪	wúzuì	Vs	not guilty
B5L01-I-02	遭	zāo	Ptc	agent marker in an adversative passive sentence
B5L01-I-03	慘	cǎn	Vs	devastated
B5L01-I-04	反應	fǎnyìng	N/V	reaction; to respond
B5L01-I-05	發表	fābiǎo	V	issue, publish (articles, news story), deliver (speeches)
B5L01-I-06	司法	sīfǎ	N	judicial
B5L01-I-07	判決	pànjué	N	judgement, sentencing (judicial)
B5L01-I-08	無能	wúnéng	Vs	to be incompetent, inept, weak
B5L01-I-09	幸運	xìngyùn	Vs	lucky, fortunate
B5L01-I-10	顧名思義	gùmíng sīyì	Id	as the name suggests/implies
B5L01-I-11	接收	jiēshōu	V	to receive
B5L01-I-12	來源	láiyuán	N	source
B5L01-I-13	處罰	chǔfá	V	to punish (not 懲罰）
B5L01-I-14	包容	bāoróng	Vst	tolerant
B5L01-I-15	不論	búlùn	Conj	regardless of whether
B5L01-I-16	展現	zhǎnxiàn	V	to reveal, show
B5L01-I-17	胡作非為	húzuò fēiwéi	Id	run amok, engage in lawless activities
B5L01-I-18	一旦	yídàn	Conj	once, as soon as
B5L01-I-19	工具	gōngjù	N	tool, instrument
B5L01-I-20	洗腦	xǐnǎo	Vi	to brainwash
B5L01-I-21	權益	quányì	N	rights and interests
B5L01-I-22	盲點	mángdiǎn	N	blind spot
B5L01-I-23	立場	lìchǎng	N	standpoint, perspective
B5L01-I-24	平衡	pínghéng	N	balance
B5L01-I-25	辯護	biànhù	Vi	to defend (legally)
B5L01-I-26	無理取鬧	wúlǐ qǔnào	Id	act up, have tantrums, talk nonsense and cause trouble
B5L01-I-27	指正	zhǐzhèng	V	to point out mistakes, correct
B5L01-I-28	一來一往	yìlái yìwǎng	Id	amidst exchanges (of opinions)
B5L01-I-29	真理	zhēnlǐ	N	the truth
B5L01-I-30	越辯越明	yuèbiàn yuèmíng	Id	the more s/t is debated, the clearer it becomes
B5L01-I-31	共識	gòngshì	N	consensus
B5L01-I-32	亂象	luànxiàng	N	chaos, madness, disorder
B5L01-I-33	攻擊	gōngjí	V	to attack
B5L01-I-34	自殺	zìshā	Vp	to commit suicide
B5L01-I-35	過於	guòyú	Adv	too, overly
B5L01-I-36	事實上	shìshí shàng	Ph	actually, in actual fact
B5L01-I-37	仇恨	chóuhèn	N	hatred, enmity, hostility
B5L01-I-38	不實	bùshí	Vs-attr	untrue, false
B5L01-I-39	謠言	yáoyán	N	rumor
B5L01-I-40	霸凌	bàlíng	N/V	bully; to bully
B5L01-I-41	負責	fùzé	Vs	to take responsibility for
B5L01-I-42	誤解	wùjiě	V	to misunderstand, misconstrue
B5L01-I-43	意義	yìyì	N	meaning, significance
B5L01-I-44	因此	yīncǐ	Adv	because of this, for this reason
B5L01-I-45	否定	fǒudìng	V	to negate
B5L01-I-46	價值	jiàzhí	N	value
B5L01-I-47	封住	fēngzhù	V	to seal, block
B5L01-I-48	嘴	zuǐ	N	mouth, opinion
B5L01-I-49	混亂	hùnluàn	Vs	tumultuous, chaotic
B5L01-I-50	唯一	wéiyī	Vs-attr	one and only, sole
B5L01-II-01	濫用	lànyòng	V	to abuse
B5L01-II-02	並非	bìngfēi	Adv	it is not as expected
B5L01-II-03	不用	búyòng	Vaux	(there is) no need to
B5L01-II-04	抓	zhuā	V	to arrest
B5L01-II-05	關	guān	V	to lock up, imprison
B5L01-II-06	名嘴	míngzuǐ	N	TV presenters, talk show hosts or guests, talking heads
B5L01-II-07	根據	gēnjù	N	basis, foundation
B5L01-II-08	隨意	suíyì	Adv	arbitrarily, as one pleases
B5L01-II-09	鄉民	xiāngmín	N	netizens, general public, lit. villagers
B5L01-II-10	匿名	nìmíng	Vi	to be anonymous, anonymously
B5L01-II-11	正義	zhèngyì	N	justice
B5L01-II-12	惡意	èyì	Adv/N	maliciously, viciously, ill intention
B5L01-II-13	情緒	qíngxù	N	emotions, feelings
B5L01-II-14	成	chéng	Vpt	to become
B5L01-II-15	護身符	hùshēnfú	N	amulet, charm, protective talisman
B5L01-II-16	傳播	chuánbò	V	to disseminate, spread
B5L01-II-17	驚人	jīngrén	Vs	shocking, alarming, awing
B5L01-II-18	股	gǔ	M	measure for wind, trending or power
B5L01-II-19	有心	yǒuxīn	Vs	intentional
B5L01-II-20	無意	wúyì	Vs	unintentional, inadvertent
B5L01-II-21	威脅	wēixié	N/V	threat, to threaten
B5L01-II-22	諷刺	fèngcì	V	to mock, to be sarcastic
B5L01-II-23	得	dé	Vpt	to come down with, be stricken with, get
B5L01-II-24	憂鬱症	yōuyùzhèng	N	depression
B5L01-II-25	則	zé	Adv	to express contrast with previous sentence
B5L01-II-26	閉嘴	bìzuǐ	V-sep	to shut one's mouth, keep one's mouth shut
B5L01-II-27	回應	huíyìng	V/N	to respond, response
B5L01-II-28	傷害	shānghài	V/N	to harm, damage; damage
B5L01-II-29	破壞	pòhuài	V	to damage, cause damage to
B5L01-II-30	管	guǎn	V	to mind, watch (one's behavior, etc.)
B5L01-II-31	聰明	cōngmíng	Vs	smart, intelligent
B5L01-II-32	標題	biāotí	N	headline
B5L01-II-33	懷疑	huáiyí	Vst	suspect
B5L01-II-34	模糊	móhú	Vs	ambiguous, vague
B5L01-II-35	擅長	shàncháng	Vst	be good at, excel at
B5L01-II-36	灰色	huīsè	N	gray
B5L01-II-37	地帶	dìdài	N	zone, area
B5L01-II-38	法院	fǎyuàn	N	court
B5L01-II-39	確定	quèdìng	V	to determine, ascertain
B5L01-II-40	個人	gèrén	N	the individual
B5L01-II-41	承擔	chéngdān	V	to take up (responsibility)
B5L01-II-42	和諧	héxié	Vs	harmonious
B5L01-II-43	制定	zhìdìng	V	to formulate, devise (laws)
B5L01-II-44	嚴格	yángé	Vs	strict, severe
B5L01-II-45	約束	yuēshù	V	to restrict, constrain
B5L02-I-01	基改	jīgǎi	N	基 = 基因 , 改 = 改造 (see Book 3)
B5L02-I-02	農糧	nóngliáng	N	農 = 農作物 , crop; 糧 = 糧食 ,food
B5L02-I-03	廣播節目	guǎngbò jiémù	Ph	broadcast program
B5L02-I-04	主持人	zhǔchírén	N	host, MC
B5L02-I-05	聽眾	tīngzhòng	N	listening audience, listeners
B5L02-I-06	播	bò	V	to broadcast
B5L02-I-07	蟲子	chóngzi	N	insect, bug
B5L02-I-08	隔壁	gébì	N	next door
B5L02-I-09	回答	huídá	V	to answer
B5L02-I-10	死	sǐ	Vp	to die
B5L02-I-11	話題	huàtí	N	topic
B5L02-I-12	危害	wéihài	V	to harm, be detrimental to, endanger
B5L02-I-13	贊成	zànchéng	Vst	approve of; favour; agree with; endorse (opp. 反對)
B5L02-I-14	各式各樣	gèshì gèyàng	Id	all types of, various kinds of
B5L02-I-15	只不過	zhǐbúguò	Ph	only, no more than
B5L02-I-16	種子	zhǒngzǐ	N	seed
B5L02-I-17	比如說	bǐrú shuō	Ph	for example (b-r-sh)
B5L02-I-18	維他命	wéitāmìng	N	vitamin
B5L02-I-19	蔬果	shūguǒ	N	fruits and vegetables
B5L02-I-20	抗癌	kàng'ái	Vs	anti-cancerous
B5L02-I-21	過敏	guòmǐn	Vs	allergic
B5L02-I-22	花生	huāshēng	N	peanut
B5L02-I-23	科學家	kēxuéjiā	N	scientist
B5L02-I-24	豐富	fēngfù	Vs	rich (abundant in something)
B5L02-I-25	享用	xiǎngyòng	V	to enjoy the use of, enjoy (a meal)
B5L02-I-26	達到	dádào	Vpt	to reach, obtain
B5L02-I-27	預防	yùfáng	Vst	to prevent, guard against
B5L02-I-28	疾病	jíbìng	N	illness, sickness
B5L02-I-29	效果	xiàoguǒ	N	effect, results
B5L02-I-30	好幾種	hǎojǐ zhǒng	Ph	a number of, quite a few kinds of
B5L02-I-31	警告	jǐnggào	V/N	to warn, warning
B5L02-I-32	突破	túpò	Vpt	to make a breakthrough, top, break (a record, number)
B5L02-I-33	糧食	liángshí	N	food, foodstuff
B5L02-I-34	早晚	zǎowǎn	Adv	sooner or later
B5L02-I-35	不僅	bùjǐn	Adv	not only
B5L02-I-36	農作物	nóngzuòwù	N	crop, produce
B5L02-I-37	抵抗力	dǐkàng lì	N	resistance, immunity
B5L02-I-38	蟲害	chónghài	N	damage by pests
B5L02-I-39	產量	chǎnliàng	N	output, yield, production
B5L02-I-40	飢荒	jīhuāng	N	famine
B5L02-I-41	含有	hányǒu	Vst	to contain, have
B5L02-I-42	大豆	dàdòu	N	soybean, soya
B5L02-I-43	玉米	yùmǐ	N	corn
B5L02-I-44	密不可分	mìbù kěfēn	Id	inseparable, integrated with
B5L02-I-45	生產	shēngchǎn	V	to produce, manufacture
B5L02-I-46	缺少	quēshǎo	Vst	to be in shortage of
B5L02-I-47	依賴	yīlào	Vst	to rely on, depend on
B5L02-I-48	進口	jìnkǒu	V	to import
B5L02-I-49	危機	wéijī	N	crisis
B5L02-I-50	生物科技	shēngwù kējì	Ph	bio-tech
B5L02-I-51	機構	jīgòu	N	organization, depts. of gov't
B5L02-I-52	證據	zhèngjù	N	proof, evidence
B5L02-I-53	證明	zhèngmíng	V/N	to prove; proof
B5L02-I-54	人體	réntǐ	N	the human body
B5L02-I-55	結論	jiélùn	N	conclusion
B5L02-I-56	生長	shēngzhǎng	Vi	to grow
B5L02-I-57	除草劑	chúcǎojì	N	weed killer, herbicide
B5L02-I-58	物質	wùzhí	N	matter, substance
B5L02-I-59	怪物	guàiwù	N	monster
B5L02-I-60	原料	yuánliào	N	raw materials
B5L02-I-61	包裝	bāozhuāng	N	packaging
B5L02-I-62	標示	biāoshì	V/N	to label; mark
B5L02-I-63	一切	yíqiè	Det	all
B5L02-II-01	昆蟲	kūnchóng	N	insect
B5L02-II-02	不孕	búyùn	Vs	to be infertile, barren
B5L02-II-03	罹患	líhuàn	Vpt	to come down with, be stricken with, suffer from
B5L02-II-04	癌症	áizhèng	N	cancer
B5L02-II-05	蘋果	píngguǒ	N	apple
B5L02-II-06	鮭魚	guīyú	N	salmon
B5L02-II-07	不知不覺	bùzhī bùjué	Id	without even realizing it, before you even know it, without one even noticing
B5L02-II-08	辨別	biànbié	V	to distinguish, tell apart
B5L02-II-09	安心	ānxīn	Vs	to have peace of mind, set one's mind at rest
B5L02-II-10	雜誌	zázhì	N	magazine, journal
B5L02-II-11	編輯	biānjí	V	to edit
B5L02-II-12	後果	hòuguǒ	N	consequence, result
B5L02-II-13	雜草	zácǎo	N	weed
B5L02-II-14	某	mǒu	Det	certain, some
B5L02-II-15	專利	zhuānlì	N	patent
B5L02-II-16	農民	nóngmín	N	farmer
B5L02-II-17	收購	shōugòu	V	acquire, buy out
B5L02-II-18	居高不下	jūgāo búxià	Id	remain high, won't come down
B5L02-II-19	絕對	juéduì	Adv	absolutely, in no way
B5L02-II-20	符合	fúhé	Vst	to meet with, conform with
B5L02-II-21	非	fēi	Vst	not (classical Chinese)
B5L02-II-22	事實	shìshí	N	fact, truth
B5L02-II-23	種植	zhòngzhí	V	to plant, cultivate
B5L02-II-24	總用量	zǒng yòngliàng	Ph	total dosage
B5L02-II-25	公斤	gōngjīn	N	kilogram
B5L02-II-26	即便	jíbiàn	Conj	even if, despite
B5L02-II-27	兼	jiān	Adv	concurrently, simultaneously
B5L02-II-28	欺騙	qīpiàn	V	to deceive, scam, cheat
B5L02-II-29	國人	guórén	N	(our) fellow countrymen
B5L02-II-30	立法	lìfǎ	V-sep	to make a law
B5L02-II-31	以	yǐ	Adv	so as to, such that
B5L02-II-32	維護	wéihù	V	to safeguard, protect
B5L02-II-33	神奇	shénqí	Vs	magical, miraculous
B5L02-II-34	手段	shǒuduàn	N	means, measure
B5L02-II-35	付出	fùchū	V	to pay (a heavy price for), expend (effort, labor)
B5L02-II-36	代價	dàijià	N	(to pay a heavy) price
B5L02-II-37	掌握	zhǎngwò	V	to hold, grasp, control
B5L03-I-0-01	風氣	fēngqì	N	ethos, mood (said of society, a nation etc.)
B5L03-I-0-02	開放	kāifàng	N	(nominalized from its verb from) to open up to the outside world; liberal, non-conservative
B5L03-I-0-03	意外	yìwài	N	accident
B5L03-I-0-04	存在	cúnzài	Vs	to exist
B5L03-I-01	內在	nèizài	N	internal quality
B5L03-I-02	特質	tèzhí	N	characteristic, quality
B5L03-I-03	勝	shèng	Vst	be superior to, to win (classical Chinese)
B5L03-I-04	醜	chǒu	Vs	ugly
B5L03-I-05	顏值	yánzhí	N	"""face value"" (play on words)"
B5L03-I-06	他人	tārén	N	other people, others
B5L03-I-07	不盡然	bújìnrán	Vs	not necessarily so
B5L03-I-08	要求	yāoqiú	V	to request, demand
B5L03-I-09	整出	zhěngchū	V	to produce (through plastic surgery)
B5L03-I-10	鼻子	bízi	N	nose
B5L03-I-11	皮膚	pífū	N	skin
B5L03-I-12	細	xì	Vs	thin, slender
B5L03-I-13	腰	yāo	N	waist, small of the back
B5L03-I-14	豐胸	fēngxiōng	N	large breasts
B5L03-I-15	高挺	gāotǐng	Vs	to be high-bridged (said of noses)
B5L03-I-16	水汪汪	shuǐwāngwāng	Vs	"to be ""doe-eyed"""
B5L03-I-17	參賽	cānsài	Vi	to take part in a competition
B5L03-I-18	眼光	yǎnguāng	N	judgment, how others look at you
B5L03-I-19	矛盾	máodùn	Vs	contradictory
B5L03-I-20	外貌	wàimào	N	looks, appearance, exterior
B5L03-I-21	美滿	měimǎn	Vs	happy, fulfilled (said of families, lives, marriages, etc.)
B5L03-I-22	職涯	zhíyá	N	career
B5L03-I-23	以貌取人	yǐmào qǔrén	Id	judge a book by its cover; judge by appearance (said of people)
B5L03-I-24	不計一切	bújì yíqiè	Id	do whatever it takes
B5L03-I-25	英俊	yīngjùn	Vs	handsome
B5L03-I-26	獲得	huòdé	Vpt	to obtain, attain
B5L03-I-27	青睞	qīnglài	N	special attention and favor
B5L03-I-28	對象	duìxiàng	N	significant other, boyfriend/girlfriend, object of love
B5L03-I-29	智力	zhìlì	N	intelligence
B5L03-I-30	同樣	tóngyàng	Vs	in the same way; similar
B5L03-I-31	團隊	tuánduì	N	team
B5L03-I-32	金錢	jīnqián	N	money
B5L03-I-33	投資	tóuzī	V/N	to invest; investment
B5L03-I-34	行為	xíngwéi	N	behavior
B5L03-I-35	儘管	jǐnguǎn	Conj	even though, although
B5L03-I-36	日漸	rìjiàn	Adv	with each day, with each passing day, gradually
B5L03-I-37	失敗	shībài	Vp	to fail
B5L03-I-38	胸部	xiōngbù	N	breast, chest
B5L03-I-39	大小不一	dàxiǎo bùyī	Id	in different sizes, of various sizes
B5L03-I-40	變形	biànxíng	Vp	to be deformed
B5L03-I-41	失血	shīxiě	Vp-sep	to lose blood
B5L03-I-42	過	guò	Adv	excessively
B5L03-I-43	飽受	bǎoshòu	Vpt	to endure; to be subjected to; to suffer greatly from
B5L03-I-44	後遺症	hòuyízhèng	N	after-effects, sequela
B5L03-I-45	副作用	fùzuòyòng	N	side-effects
B5L03-I-46	多麼	duōme	Adv	how
B5L03-I-47	冒險	màoxiǎn	V-sep	to risk, take risk, adventure
B5L03-I-48	如今	rújīn	Adv	nowadays, today
B5L03-I-49	捷徑	jiéjìng	N	shortcut
B5L03-I-50	進而	jìn'ér	Adv	furthermore
B5L03-I-51	謹慎	jǐnshèn	Vs	careful, cautious
B5L03-I-52	看待	kàndài	V	to regard
B5L03-II-01	吹	chuī	V	"to blow (used in the text to mean a trend h as been ""circulating"" or ""stirring"")"
B5L03-II-02	旅遊	lǚyóu	N	tour, trip
B5L03-II-03	極具	jíjù	Vst	to strongly possess (classical Chinese)
B5L03-II-04	潛力	qiánlì	N	potential
B5L03-II-05	理由	lǐyóu	N	reason
B5L03-II-06	天性	tiānxìng	N	nature, instinct
B5L03-II-07	列入	lièrù	V	to include, take into
B5L03-II-08	考量	kǎoliáng	N	consideration
B5L03-II-09	公關	gōngguān	N	public relations
B5L03-II-10	時尚	shíshàng	N	fashion, trend
B5L03-II-11	產業	chǎnyè	N	industry
B5L03-II-12	眼皮	yǎnpí	N	eyelid
B5L03-II-13	精神奕奕	jīngshén yìyì	Id	full of vigor/life/vitality
B5L03-II-14	違反	wéifǎn	V	to violate, go against
B5L03-II-15	假	jiǎ	Vs	false, fake, bogus
B5L03-II-16	造假	zàojiǎ	Vi	to cheat, deceive
B5L03-II-17	標籤	biāoqiān	N	label
B5L03-II-18	優勢	yōushì	N	advantage
B5L03-II-19	理解	lǐjiě	Vst	to understand
B5L03-II-20	生來	shēnglái	Ph	from birth (= 出生以來 )
B5L03-II-21	差異	chāyì	N	difference
B5L03-II-22	天生	tiānshēng	Adv	inherently
B5L03-II-23	後天	hòutiān	N	in later stages of development
B5L03-II-24	長相	zhǎngxiàng	N	appearance, looks
B5L03-II-25	平平	píngpíng	Vs	plain, average, mediocre
B5L03-II-26	醫學	yīxué	N	medical science
B5L03-II-27	縮小	suōxiǎo	V	to shrink, shorten
B5L03-II-28	差距	chājù	N	gap, distance between
B5L03-II-29	無疑	wúyí	Adv	undoubtedly
B5L03-II-30	器材	qìcái	N	equipment
B5L03-II-31	藥品	yàopǐn	N	drug, medicine
B5L03-II-32	大幅	dàfú	Adv	substantially, sharply
B5L03-II-33	事先	shìxiān	Adv	beforehand, in advance
B5L03-II-34	評估	pínggū	V	to evaluate, assess
B5L03-II-35	患者	huànzhě	N	patient
B5L03-II-36	動機	dòngjī	N	motivation
B5L03-II-37	狀態	zhuàngtài	N	state, situation
B5L03-II-38	執行	zhíxíng	V	to carry out, execute
B5L03-II-39	身體髮膚受之父母	shēntǐ fǎfū, shòuzhī fùmǔ	Id	your body, from your hair to your skin, is a gift from your parents (suggests that you have a responsibility to cherish and care for it)
B5L03-II-40	剪	jiǎn	V	to cut (with scissors)
B5L03-II-41	理會	lǐhuì	V	[usu. in the negative] take notice of; pay attention to
B5L03-II-42	有何不可	yǒuhé bùkě	Id	What's wrong with that? and why not? what's the harm in that?
B5L04-I-0-01	刪減	shānjiǎn	V	to abridge, edit out, cut back on (as in funds, personnel, etc.)
B5L04-I-0-02	鬥牛	dòuniú	N	bullfighting
B5L04-I-0-03	街頭	jiētóu	N	"the streets (used in phrases like ""take to the streets"")"
B5L04-I-0-04	舉	jǔ	V	to raise, hold up
B5L04-I-0-05	示威	shìwēi	Vi	to demonstrate, rally
B5L04-I-0-06	主張	zhǔzhāng	V/N	to advocate, stand for, hold, or maintain a position or a standard. A view, position, or proposition.
B5L04-I-0-07	保存	bǎocún	V	to preserve
B5L04-I-0-08	廢止	fèizhǐ	V	to abolish
B5L04-I-0-09	引發	yǐnfā	Vst	to set off, trigger
B5L04-I-0-10	正反	zhèngfǎn	N	protesters and supporters, pros and cons
B5L04-I-0-11	兩方	liǎngfāng	N	both parties, the two sides
B5L04-I-0-12	激烈	jīliè	Vs	to be intense, fierce
B5L04-I-01	具有	jùyǒu	Vst	to have, possess
B5L04-I-02	祭品	jìpǐn	N	offering to god(s), sacrificial items
B5L04-I-03	全民	quánmín	N	all the people
B5L04-I-04	座	zuò	M	measure for large objects like mountains, castles, gigantic temples on hilltops
B5L04-I-05	鬥牛場	dòuniú chǎng	N	bullfighting ring
B5L04-I-06	馬德里	Mǎdélǐ	N	Madrid
B5L04-I-07	至今	zhìjīn	Adv	to this day, heretofore
B5L04-I-08	鬥牛士	dòuniú shì	N	bullfighter
B5L04-I-09	華麗	huálì	Vs	magnificent, resplendent
B5L04-I-10	服飾	fúshì	N	clothing and accessories, apparel, costume
B5L04-I-11	一面	yímiàn	Adv	on the one hand, on the other; (do A), while (doing B)
B5L04-I-12	披風	pīfēng	N	cape
B5L04-I-13	激怒	jīnù	V	to infuriate, excite
B5L04-I-14	公牛	gōngniú	N	bull
B5L04-I-15	優雅	yōuyǎ	Vs	graceful, elegant
B5L04-I-16	姿勢	zīshì	N	posture, position, poses
B5L04-I-17	結合	jiéhé	N/V	union, blend; to combine, unite, blend
B5L04-I-18	過人	guòrén	Vs	insurpassable
B5L04-I-19	熟練	shóuliàn	Vs	adept, skillful, proficient
B5L04-I-20	崇拜	chóngbài	Vst	to worship, adore
B5L04-I-21	旺季	wàngjì	N	peak season
B5L04-I-22	遊客	yóukè	N	visitor, tourist
B5L04-I-23	前往	qiánwǎng	V	to go to, head to
B5L04-I-24	觀賞	guānshǎng	V	to view, enjoy the view of
B5L04-I-25	奔牛節	Bēnniújié	N	The Running of the Bulls (in Pamplona)
B5L04-I-26	重頭戲	zhòngtóuxì	N	the main event
B5L04-I-27	狂奔	kuángbēn	Vi	to run madly, run like crazy
B5L04-I-28	歐元	Ōuyuán	N	Euro
B5L04-I-29	必要	bìyào	N	need
B5L04-I-30	獨特	dútè	Vs	unique
B5L04-I-31	魅力	mèilì	N	charisma
B5L04-I-32	戲劇	xìjù	N	drama, play
B5L04-I-33	無數	wúshù	Vs-attr	countless
B5L04-I-34	靈感	línggǎn	N	inspiration
B5L04-I-35	諾貝爾	Nuòbèi'ěr	N	Nobel
B5L04-I-36	得主	dézhǔ	N	winner
B5L04-I-37	作家	zuòjiā	N	writer, author
B5L04-I-38	海明威	Hǎimíngwēi	N	Ernest Hemmingway
B5L04-I-39	觀看	guānkàn	V	to watch
B5L04-I-40	小說	xiǎoshuō	N	novel
B5L04-I-41	舉世聞名	jǔshì wénmíng	Id	world-famous
B5L04-I-42	推廣	tuīguǎng	V	to promote
B5L04-I-43	遺產	yíchǎn	N	heritage
B5L04-I-44	由來已久	yóulái yǐjiǔ	Id	age-old
B5L04-II-01	過時	guòshí	Vs	passé, obsolete
B5L04-II-02	不利	búlì	Vs	disadvantageous to, detrimental to
B5L04-II-03	刺	cì	V	to stab, gore
B5L04-II-04	觀眾	guānzhòng	N	viewing audience
B5L04-II-05	轉播	zhuǎnbò	V/N	to rebroadcast, transmission, relay
B5L04-II-06	幕	mù	M	measure for scenes, acts of a play
B5L04-II-07	血淋淋	xiělínlín	Vs	bloody, gory
B5L04-II-08	畫面	huàmiàn	N	scene, graphics
B5L04-II-09	頭	tóu	M	measure for cattle (i.e., a head of cattle)
B5L04-II-10	死亡	sǐwáng	Vp	to die
B5L04-II-11	折磨	zhémó	N/V	torment; to torture
B5L04-II-12	賠上	péishàng	V	to pay as compensation
B5L04-II-13	俗話	súhuà	N	saying
B5L04-II-14	道理	dàolǐ	N	principle, truth, reason
B5L04-II-15	自私	zìsī	Vs	selfish
B5L04-II-16	虐待	nüèdài	V	to abuse, maltreat
B5L04-II-17	開設	kāishè	V	to start, open up (a course)
B5L04-II-18	課程	kèchéng	N	course
B5L04-II-19	教導	jiàodǎo	V/N	to teach; instruction
B5L04-II-20	享有	xiǎngyǒu	Vst	to enjoy (a privilege)
B5L04-II-21	不人道	bùréndào	Vs	inhumane
B5L04-II-22	無辜	wúgū	Vs	innocent
B5L04-II-23	寶貴	bǎoguì	Vs	precious
B5L04-II-24	提升	tíshēng	V	to elevate, raise (as in awareness)
B5L04-II-25	社群	shèqún	N	social group, community (as in social net work, social media)
B5L04-II-26	殘忍	cánrěn	Vs	to be cruel
B5L04-II-27	刊登	kāndēng	V	(for a media) to carry (a photo, article), p ublish
B5L04-II-28	高喊	gāohǎn	V	to shout, scream, cry out
B5L04-II-29	顯示	xiǎnshì	V	to show, reveal
B5L04-II-30	高達	gāodá	Vst	as high as
B5L04-II-31	僅	jǐn	Adv	only
B5L04-II-32	無須	wúxū	Vaux	need not
B5L04-II-33	巴塞隆納	Bāsàilóngnà	N	Barcelona
B5L04-II-34	宣布	xuānbù	V	to announce
B5L04-II-35	娛樂	yúlè	N	recreation, amusement, entertainment
B5L04-II-36	入場	rùchǎng	Vi	to enter (a venue)
B5L04-II-37	澈底	chèdǐ	Adv	completely, thoroughly
B5L05-I-0-01	代理孕母	dàilǐ yùnmǔ	Ph	surrogate mother
B5L05-I-0-02	案例	ànlì	N	case, instance
B5L05-I-0-03	名	míng	M	measure for people (formal)
B5L05-I-0-04	同志	tóngzhì	N	homosexual, gay
B5L05-I-0-05	心願	xīnyuàn	N	wish, heart's desire
B5L05-I-0-06	自願	zìyuàn	Vaux	to volunteer, out of one's own wish
B5L05-I-0-08	委託	wěituō	V/N	to commission, to entrust, to delegate, to charge with; commission
B5L05-I-0-11	缺陷	quēxiàn	N	defect, imperfection
B5L05-I-0-14	懷孕	huáiyùn	Vp-sep	to be pregnant
B5L05-I-0-15	毛遂自薦	máosuì zìjiàn	Id	volunteer one's services, recommend ones elf
B5L05-I-0-16	日新月異	rìxīn yuèyì	Id	to advance with each passing day
B5L05-I-0-17	倫理	lúnlǐ	N	ethics
B5L05-I-0-18	整合	zhěnghé	V	to integrate
B5L05-I-0-19	合法化	héfǎhuà	Vp	to legalize
B5L05-I-0-20	需求	xūqiú	N	demand, need, requirements
B5L05-I-0-21	一線希望	yíxiàn xīwàng	Id	a ray of hope, minimal possibility
B5L05-I-0-22	惡夢	è'mèng	N	nightmare
B5L05-I-01	看似	kànsì	Vst	seemingly, look like, seem
B5L05-I-02	費盡	fèijìn	V	to take great pains to, exert great effort to
B5L05-I-03	千辛萬苦	qiānxīn wànkǔ	Id	untold hardships, innumerable trials and tr ibulations
B5L05-I-04	因素	yīnsù	N	factor, element
B5L05-I-05	皆	jiē	Adv	all (same as 都 but forma l)
B5L05-I-06	承受	chéngshòu	V	to bear, withstand, put up with
B5L05-I-07	不得已	bùdéyǐ	Vs	to have no choice but to, to be forced to, have to
B5L05-I-08	代孕	dàiyùn	Vi	to surrogate to perform surrogacy
B5L05-I-09	婚外情	hūnwàiqíng	N	extramarital affair
B5L05-I-10	破碎	pòsuì	Vs	to break, shatter
B5L05-I-11	悲劇	bēijù	N	tragedy
B5L05-I-12	雙方	shuāngfāng	N	both parties
B5L05-I-13	渴望	kěwàng	N/Vst	longing, yearning; to long for, yearn for
B5L05-I-14	供需	gōngxū	N	supply and demand
B5L05-I-15	利人利己	lìrén lìjǐ	Id	benefit both oneself and others
B5L05-I-16	雙贏	shuāngyíng	Vi	win-win
B5L05-I-17	反觀	fǎnguān	V	looking back on, contrasting this with, when we reflect on
B5L05-I-18	連續	liánxù	Adv	continuously, in a row, successively
