ID	Traditional	Simplified	Pinyin	POS	Meaning	Audio	Variants	Tags
B6L04-I-0-10	拉近距離	拉近距离	lājìn jùlí	Ph	connect with, get to know better, bring people closer together, close the gap between people	[sound:dangdai-B6L04-I-0-10.mp3]		
B6L04-I-01	傳授	传授	chuánshòu	V	to impart, to pass on knowledge	[sound:dangdai-B6L04-I-01.mp3]		
B6L04-I-02	獨門	独门	dúmén	Vs-attr	unique, special, (below) business without competitors	[sound:dangdai-B6L04-I-02.mp3]		
B6L04-I-03	人際	人际	rénjì	Vs-attr	interpersonal	[sound:dangdai-B6L04-I-03.mp3]		
B6L04-I-04	銷售	销售	xiāoshòu	V/N	to sell; sales	[sound:dangdai-B6L04-I-04.mp3]		
B6L04-I-05	暢銷	畅销	chàngxiāo	Vs	to sell well, best seller	[sound:dangdai-B6L04-I-05.mp3]		
B6L04-I-06	謙稱	谦称	qiānchēng	V	humbly refer to oneself, modestly say (about oneself)	[sound:dangdai-B6L04-I-06.mp3]		
B6L04-I-07	抱持	抱持	bàochí	V	to maintain	[sound:dangdai-B6L04-I-07.mp3]		
B6L04-I-08	哲學	哲学	zhéxué	N	philosophy	[sound:dangdai-B6L04-I-08.mp3]		
B6L04-I-09	讀者	读者	dúzhě	N	reader (of books and newspapers)	[sound:dangdai-B6L04-I-09.mp3]		
B6L04-I-10	踏出	踏出	tàchū	V	take a step forward	[sound:dangdai-B6L04-I-10.mp3]		
B6L04-I-11	悅耳	悦耳	yuè'ěr	Vs	pleasant sounding, pleasant to the ears	[sound:dangdai-B6L04-I-11.mp3]		
B6L04-I-12	熱忱	热忱	rèchén	N	enthusiasm	[sound:dangdai-B6L04-I-12.mp3]		
B6L04-I-13	不妨	不妨	bùfáng	Adv	might as well, there's no harm in	[sound:dangdai-B6L04-I-13.mp3]		
B6L04-I-14	好比	好比	hǎobǐ	Vst	for instance, like, such as	[sound:dangdai-B6L04-I-14.mp3]		
B6L04-I-15	告別	告别	gàobié	Vi	say goodbye, bid farewell	[sound:dangdai-B6L04-I-15.mp3]		
B6L04-I-16	記住	记住	jìzhù	V	remember	[sound:dangdai-B6L04-I-16.mp3]		
B6L04-I-17	對方	对方	duìfāng	N	the other party, the other person	[sound:dangdai-B6L04-I-17.mp3]		
B6L04-I-18	宴會	宴会	yànhuì	N	banquet, feast	[sound:dangdai-B6L04-I-18.mp3]		
B6L04-I-19	自顧自（地）	自顾自（地）	zìgùzì (de)	Adv	only thinking about yourself, without taking others into consideration	[sound:dangdai-B6L04-I-19.mp3]	自顧自地 [zìgùzì de] / 自顧自 [zìgùzì]	
B6L04-I-20	講	讲	jiǎng	V	to talk, to say, to speak	[sound:dangdai-B6L04-I-20.mp3]		
B6L04-I-21	整整	整整	zhěngzhěng	Adv	fully	[sound:dangdai-B6L04-I-21.mp3]		
B6L04-I-22	插嘴	插嘴	chāzuǐ	V-sep	to interrupt, get a word in edgewise	[sound:dangdai-B6L04-I-22.mp3]		
B6L04-I-23	餘地	余地	yúdì	N	room for, opportunity to	[sound:dangdai-B6L04-I-23.mp3]		
B6L04-I-24	以致（於）	以致（于）	yǐzhì (yú)	Conj	so that, as a result	[sound:dangdai-B6L04-I-24.mp3]	以致於 [yǐzhì yú] / 以致 [yǐzhì]	
B6L04-I-25	同桌	同桌	tóngzhuō	Vi	to sit at the same table	[sound:dangdai-B6L04-I-25.mp3]		
B6L04-I-26	罰站	罚站	fázhàn	V-sep	to be punished by being made to stand	[sound:dangdai-B6L04-I-26.mp3]		
B6L04-I-27	聽教	听教	tīngjiào	Vi	"to listen (somebody's ""preaching"", advice, etc.), be read the riot act"	[sound:dangdai-B6L04-I-27.mp3]		
B6L04-I-28	似地	似地	sìde	Ptc	as if, like	[sound:dangdai-B6L04-I-28.mp3]		
B6L04-I-29	凝滯	凝滞	níngzhì	Vs	stagnated	[sound:dangdai-B6L04-I-29.mp3]		
B6L04-I-30	一吐為快	一吐为快	yìtǔ wéikuài	Id	spit it out, get something off your chest, here: speak without hesitation, speak your fill	[sound:dangdai-B6L04-I-30.mp3]		
B6L04-I-31	提問	提问	tíwèn	Vi	to ask a question	[sound:dangdai-B6L04-I-31.mp3]		
B6L04-I-T-01	黑幼龍	黑幼龙	Hēi Yòulóng		John Hei (the Greater China Group Leader of Carnegie training, who introduced Carnegie training to Taiwan in 1987, 1940-)	[sound:dangdai-B6L04-I-T-01.mp3]		Name
B6L04-I-T-02	卡內基	卡内基	Kǎnèijī		Dale Carnegie (an American writer and lecturer and the developer of famous courses in self-improvement, salesmanship, corporate training, public speaking, and interpersonal skills, 1888-1955)	[sound:dangdai-B6L04-I-T-02.mp3]		Name
B6L04-II-01	心坎	心坎	xīnkǎn	N	from the bottom of one's heart, one's heart of hearts	[sound:dangdai-B6L04-II-01.mp3]		
B6L04-II-02	本質	本质	běnzhí	N	nature, real self	[sound:dangdai-B6L04-II-02.mp3]		
B6L04-II-03	驅策	驱策	qūcè	V	to drive	[sound:dangdai-B6L04-II-03.mp3]		
B6L04-II-04	深切	深切	shēnqiè	Vs	deep, heartfelt	[sound:dangdai-B6L04-II-04.mp3]		
B6L04-II-05	真心	真心	zhēnxīn	Adv	genuinely, sincerely	[sound:dangdai-B6L04-II-05.mp3]		
B6L04-II-06	可想而知	可想而知	kěxiǎng érzhī	Id	as you can easily imagine	[sound:dangdai-B6L04-II-06.mp3]		
B6L04-II-07	人緣	人缘	rényuán	N	interpersonal popularity	[sound:dangdai-B6L04-II-07.mp3]		
B6L04-II-08	命中	命中	mìngzhòng	Vpt	to hit (the mark)	[sound:dangdai-B6L04-II-08.mp3]		
B6L04-II-09	成就	成就	chéngjiù	N	achievement	[sound:dangdai-B6L04-II-09.mp3]		
B6L04-II-10	真切	真切	zhēnqiè	Vs	sincere	[sound:dangdai-B6L04-II-10.mp3]		
B6L04-II-11	性格	性格	xìnggé	N	character, personality	[sound:dangdai-B6L04-II-11.mp3]		
B6L04-II-12	愛心	爱心	àixīn	N	compassion, loving heart	[sound:dangdai-B6L04-II-12.mp3]		
B6L04-II-13	口香糖	口香糖	kǒuxiāngtáng	N	gum, chewing gum	[sound:dangdai-B6L04-II-13.mp3]		
B6L04-II-14	力道	力道	lìdào	N	strength, power	[sound:dangdai-B6L04-II-14.mp3]		
B6L04-II-15	發自	发自	fāzì	Vst	originate from, from, s/t finds its source in	[sound:dangdai-B6L04-II-15.mp3]		
B6L04-II-16	企圖	企图	qìtú	N	ulterior motives	[sound:dangdai-B6L04-II-16.mp3]		
B6L04-II-17	失效	失效	shīxiào	Vp	to produce no results, to become invalid	[sound:dangdai-B6L04-II-17.mp3]		
B6L04-II-18	下屬	下属	xiàshǔ	N	subordinate	[sound:dangdai-B6L04-II-18.mp3]		
B6L04-II-19	責任感	责任感	zérèngǎn	N	sense of responsibility	[sound:dangdai-B6L04-II-19.mp3]		
B6L04-II-20	隨後	随后	suíhòu	Adv	subsequently	[sound:dangdai-B6L04-II-20.mp3]		
B6L04-II-21	拜託	拜托	bàituō	V	please, I beg you	[sound:dangdai-B6L04-II-21.mp3]		
B6L04-II-22	別有居心	别有居心	biéyǒu jūxīn	Id	to have ulterior motives, have a less than respectable agenda	[sound:dangdai-B6L04-II-22.mp3]		
B6L04-II-23	適得其反	适得其反	shìdé qífǎn	Id	to have unintended results, backfire, be counterproductive	[sound:dangdai-B6L04-II-23.mp3]		
B6L04-II-24	小看	小看	xiǎokàn	Vst	to belittle, to look down on, to underestimate	[sound:dangdai-B6L04-II-24.mp3]		
B6L04-II-25	威力	威力	wēilì	N	power, force	[sound:dangdai-B6L04-II-25.mp3]		
B6L04-II-26	予	予	yǔ	V	to give, to bestow with (classical Chinese)	[sound:dangdai-B6L04-II-26.mp3]		
B6L04-II-27	深刻	深刻	shēnkè	Vs	deep, profound	[sound:dangdai-B6L04-II-27.mp3]		
B6L04-II-28	互動	互动	hùdòng	Vi	to interact	[sound:dangdai-B6L04-II-28.mp3]		
B6L04-II-29	定下	定下	dìngxià	V	to commit to, to establish	[sound:dangdai-B6L04-II-29.mp3]		
B6L04-II-30	贏得	赢得	yíngdé	Vpt	to win over	[sound:dangdai-B6L04-II-30.mp3]		
B6L04-II-31	藉著	借着	jièzhe	Prep	by means of, relying on	[sound:dangdai-B6L04-II-31.mp3]		
B6L04-II-32	驅動力	驱动力	qūdònglì	N	driving force	[sound:dangdai-B6L04-II-32.mp3]		
B6L04-II-T-01	威廉．詹姆士	威廉．詹姆士	Wēilián Zhānmǔshì		"William James (an American philosopher and psychologist, and one of the leading thinkers of the late nineteenth century, while others have labeled him the ""Father of American psychology"", 1842-1910)"	[sound:dangdai-B6L04-II-T-01.mp3]		Name
B6L04-II-T-02	艾森豪	艾森豪威尔	Àisēnháo		Dwight D. Eisenhower (the 34th President of the United States from 1953 to 1961, 1890-1969)	[sound:dangdai-B6L04-II-T-02.mp3]		Name
B6L04-III-01	機緣	机缘	jīyuán	N	connections to great opportunities	[sound:dangdai-B6L04-III-01.mp3]		
B6L04-III-02	飯店	饭店	fàndiàn	N	hotel (modern, especially in Taiwan)	[sound:dangdai-B6L04-III-02.mp3]		
B6L04-III-03	伸	伸	shēn	V	to extend, stretch	[sound:dangdai-B6L04-III-03.mp3]		
B6L04-III-04	名片	名片	míngpiàn	N	business card	[sound:dangdai-B6L04-III-04.mp3]		
B6L04-III-05	正	正	zhèng	Adv	just, exactly	[sound:dangdai-B6L04-III-05.mp3]		
B6L04-III-06	夢寐以求	梦寐以求	mèngmèi yǐqiú	Id	dream (as in 'a dream job')	[sound:dangdai-B6L04-III-06.mp3]		
B6L04-III-07	直覺（地）	直觉（地）	zhíjué (de)	Adv	intuitively	[sound:dangdai-B6L04-III-07.mp3]	直覺地 [zhíjué de] / 直覺 [zhíjué]	
B6L04-III-08	淡季	淡季	dànjì	N	low season, off season	[sound:dangdai-B6L04-III-08.mp3]		
B6L04-III-09	吃了一驚	吃了一惊	chīle yìjīng	Ph	be greatly surprised, taken aback, caught off guard	[sound:dangdai-B6L04-III-09.mp3]		
B6L04-III-10	忠誠	忠诚	zhōngchéng	Vs/N	faithful; faithfulness, fidelity	[sound:dangdai-B6L04-III-10.mp3]		
B6L04-III-11	跳槽	跳槽	tiàocáo	Vi	to change jobs, go job-hopping	[sound:dangdai-B6L04-III-11.mp3]		
B6L04-III-12	等候	等候	děnghòu	V	wait, wait for (formal)	[sound:dangdai-B6L04-III-12.mp3]		
B6L05-I-0-01	開闊	开阔	kāikuò	Vs	wide, expansive	[sound:dangdai-B6L05-I-0-01.mp3]		
B6L05-I-0-02	轉動	转动	zhuǎndòng	Vi	to revolve	[sound:dangdai-B6L05-I-0-02.mp3]		
B6L05-I-01	共通	共通	gòngtōng	Vs-attr	common, universal	[sound:dangdai-B6L05-I-01.mp3]		
B6L05-I-02	水果攤	水果摊	shuǐguǒtān	N	fruit stand	[sound:dangdai-B6L05-I-02.mp3]		
B6L05-I-03	瓜香果豔	瓜香果艳	guāxiāng guǒyàn	Ph	filled with the fragrances and beauty of various types of fruit	[sound:dangdai-B6L05-I-03.mp3]		
B6L05-I-04	常客	常客	chángkè	N	regular customer	[sound:dangdai-B6L05-I-04.mp3]		
B6L05-I-05	秤	秤	chèng	V	to weigh	[sound:dangdai-B6L05-I-05.mp3]		
B6L05-I-06	手擺腳動	手摆脚动	shǒubǎi jiǎodòng	Ph	to gesticulate, talk with your hands (and feet)	[sound:dangdai-B6L05-I-06.mp3]		
B6L05-I-07	身陷	身陷	shēnxiàn	Vst	to find oneself in (a bad situation)	[sound:dangdai-B6L05-I-07.mp3]		
B6L05-I-08	迷宮	迷宫	mígōng	N	maze	[sound:dangdai-B6L05-I-08.mp3]		
B6L05-I-09	文法	文法	wénfǎ	N	grammar	[sound:dangdai-B6L05-I-09.mp3]		
B6L05-I-10	濃重	浓重	nóngzhòng	Vs	heavy, thick (e.g., accent, nasal sound)	[sound:dangdai-B6L05-I-10.mp3]		
B6L05-I-11	回覆	回复	huífù	V	to answer, to respond	[sound:dangdai-B6L05-I-11.mp3]		
B6L05-I-12	焦急	焦急	jiāojí	Vs	anxious	[sound:dangdai-B6L05-I-12.mp3]		
B6L05-I-13	催熟	催熟	cuīshóu	V	to accelerate the ripening, to ripen	[sound:dangdai-B6L05-I-13.mp3]		
B6L05-I-14	急忙	急忙	jímáng	Adv	hurriedly, in a hurry	[sound:dangdai-B6L05-I-14.mp3]		
B6L05-I-15	臨時	临时	línshí	Vs-attr/Adv	temporary, impromptu	[sound:dangdai-B6L05-I-15.mp3]		
B6L05-I-16	口譯	口译	kǒuyì	N/V	(oral) interpretation; to interpret	[sound:dangdai-B6L05-I-16.mp3]		
B6L05-I-17	達成	达成	dáchéng	Vpt	to realize, to reach	[sound:dangdai-B6L05-I-17.mp3]		
B6L05-I-18	道謝	道谢	dàoxiè	V-sep	to say thank to, to express appreciation to	[sound:dangdai-B6L05-I-18.mp3]		
B6L05-I-19	面前	面前	miànqián	N	in front of, before	[sound:dangdai-B6L05-I-19.mp3]		
B6L05-I-20	紊亂	紊乱	wènluàn	Vs	in a mess, in chaos, all mixed up	[sound:dangdai-B6L05-I-20.mp3]		
B6L05-I-21	錯亂	错乱	cuòluàn	Vs	in disorder, in confusion	[sound:dangdai-B6L05-I-21.mp3]		
B6L05-I-22	人家	人家	rénjiā	N	other people	[sound:dangdai-B6L05-I-22.mp3]		
B6L05-I-23	校長	校长	xiàozhǎng	N	principal (primary, secondary school), president (university)	[sound:dangdai-B6L05-I-23.mp3]		
B6L05-I-24	旅途	旅途	lǚtú	N	trip, travels	[sound:dangdai-B6L05-I-24.mp3]		
B6L05-I-25	勞累	劳累	láolèi	Vs	tired, tiring	[sound:dangdai-B6L05-I-25.mp3]		
B6L05-I-26	傲慢	傲慢	àomàn	Vs	arrogant	[sound:dangdai-B6L05-I-26.mp3]		
B6L05-I-27	皺眉	皱眉	zhòuméi	V-sep	to wrinkle one's eyebrows, to frown	[sound:dangdai-B6L05-I-27.mp3]		
B6L05-I-28	標識	标识	biāozhì	N	mark, logo, marking, sign	[sound:dangdai-B6L05-I-28.mp3]		
B6L05-I-29	國際觀	国际观	guójìguān	N	global perspective	[sound:dangdai-B6L05-I-29.mp3]		
B6L05-I-30	接軌	接轨	jiēguǐ	Vi	to integrate with (another entity), to get in step with, (lit. connect rails)	[sound:dangdai-B6L05-I-30.mp3]		
B6L05-I-31	身在	身在	shēnzài	Vst	(of a person) located, to be (somewhere)	[sound:dangdai-B6L05-I-31.mp3]		
B6L05-I-T-01	柏林	柏林	Bólín		Berlin	[sound:dangdai-B6L05-I-T-01.mp3]		Name
B6L05-I-T-02	土耳其	土耳其	Tǔ'ěrqí		Turkey	[sound:dangdai-B6L05-I-T-02.mp3]		Name
B6L05-II-01	眼見	眼见	yǎnjiàn	V	seeing that, to observe	[sound:dangdai-B6L05-II-01.mp3]		
B6L05-II-02	心急	心急	xīnjí	Vs	anxious, agitated	[sound:dangdai-B6L05-II-02.mp3]		
B6L05-II-03	浪潮	浪潮	làngcháo	N	wave, trend	[sound:dangdai-B6L05-II-03.mp3]		
B6L05-II-04	拋	抛	pāo	V	to toss, to throw, cast aside	[sound:dangdai-B6L05-II-04.mp3]		
B6L05-II-05	淘汰	淘汰	táotài	Vpt	to eliminate (through competition), weed out	[sound:dangdai-B6L05-II-05.mp3]		
B6L05-II-06	督促	督促	dūcù	V	supervise and urge, to urge	[sound:dangdai-B6L05-II-06.mp3]		
B6L05-II-07	背	背	bèi	V	to memorize	[sound:dangdai-B6L05-II-07.mp3]		
B6L05-II-08	單字	单字	dānzì	N	vocabulary, word	[sound:dangdai-B6L05-II-08.mp3]		
B6L05-II-09	倍增	倍增	bèizēng	Vp	to increase or improve exponentially	[sound:dangdai-B6L05-II-09.mp3]		
B6L05-II-10	限於	限于	xiànyú	Vst	limited to	[sound:dangdai-B6L05-II-10.mp3]		
B6L05-II-11	遼闊	辽阔	liáokuò	Vs	expansive, vast	[sound:dangdai-B6L05-II-11.mp3]		
B6L05-II-12	之外	之外	zhīwài	N	other than, in addition to	[sound:dangdai-B6L05-II-12.mp3]		
B6L05-II-13	境地	境地	jìngdì	N	circumstances, situation, condition	[sound:dangdai-B6L05-II-13.mp3]		
B6L05-II-14	孤立	孤立	gūlì	Vs	isolated	[sound:dangdai-B6L05-II-14.mp3]		
B6L05-II-15	賽事	赛事	sàishì	N	competition, match, race, games	[sound:dangdai-B6L05-II-15.mp3]		
B6L05-II-16	島嶼	岛屿	dǎoyǔ	N	island	[sound:dangdai-B6L05-II-16.mp3]		
B6L05-II-17	四處	四处	sìchù	Adv	everywhere	[sound:dangdai-B6L05-II-17.mp3]		
B6L05-II-18	拼音	拼音	pīnyīn	N	Romanization, spelling	[sound:dangdai-B6L05-II-18.mp3]		
B6L05-II-19	錯誤百出	错误百出	cuòwù bǎichū	Ph	riddled with mistakes	[sound:dangdai-B6L05-II-19.mp3]		
B6L05-II-20	精良	精良	jīngliáng	Vs	superior	[sound:dangdai-B6L05-II-20.mp3]		
B6L05-II-21	前來	前来	qiánlái	Adv	to come over	[sound:dangdai-B6L05-II-21.mp3]		
B6L05-II-22	版本	版本	bǎnběn	N	version	[sound:dangdai-B6L05-II-22.mp3]		
B6L05-II-23	源源不絕	源源不绝	yuányuán bùjué	Ph	in uninterrupted flow, in continuous stream	[sound:dangdai-B6L05-II-23.mp3]		
B6L05-II-24	訪客	访客	fǎngkè	N	visitor	[sound:dangdai-B6L05-II-24.mp3]		
B6L05-II-25	人文	人文	rénwén	N	cultural, (below) the humanities	[sound:dangdai-B6L05-II-25.mp3]		
B6L05-II-26	景觀	景观	jǐngguān	N	view, landscape, scenery	[sound:dangdai-B6L05-II-26.mp3]		
B6L05-II-27	底蘊	底蕴	dǐyùn	N	foundation, background	[sound:dangdai-B6L05-II-27.mp3]		
B6L05-II-28	深厚	深厚	shēnhòu	Vs	deep, solid	[sound:dangdai-B6L05-II-28.mp3]		
B6L05-II-29	步調	步调	bùdiào	N	pace	[sound:dangdai-B6L05-II-29.mp3]		
B6L05-II-30	家傳	家传	jiāchuán	Vs-attr	traditional, local	[sound:dangdai-B6L05-II-30.mp3]		
B6L05-II-31	勤讀	勤读	qíndú	V	to diligently study	[sound:dangdai-B6L05-II-31.mp3]		
B6L05-II-32	書籍	书籍	shūjí	N	books, reading material	[sound:dangdai-B6L05-II-32.mp3]		
B6L05-II-33	知曉	知晓	zhīxiǎo	Vst	familiar with, proficient in	[sound:dangdai-B6L05-II-33.mp3]		
B6L05-II-34	勤奮	勤奋	qínfèn	Adv	diligently and conscientiously	[sound:dangdai-B6L05-II-34.mp3]		
B6L05-II-35	駕馭	驾驭	jiàyù	V	to master	[sound:dangdai-B6L05-II-35.mp3]		
B6L05-II-36	重點	重点	zhòngdiǎn	N	main point, key point	[sound:dangdai-B6L05-II-36.mp3]		
B6L05-II-37	磨損	磨损	mósǔn	Vp	to wear away	[sound:dangdai-B6L05-II-37.mp3]		
B6L05-II-38	攪碎	搅碎	jiǎosuì	V	to grind, to shred	[sound:dangdai-B6L05-II-38.mp3]		
B6L05-II-39	翻	翻	fān	V	to flip through, to turn (the pages of), crack a book	[sound:dangdai-B6L05-II-39.mp3]		
B6L05-II-40	字典	字典	zìdiǎn	N	dictionary	[sound:dangdai-B6L05-II-40.mp3]		
B6L05-II-41	腦子	脑子	nǎozi	N	brain	[sound:dangdai-B6L05-II-41.mp3]		
B6L05-II-42	區塊	区块	qūkuài	N	area, block	[sound:dangdai-B6L05-II-42.mp3]		
B6L05-II-43	自大	自大	zìdà	Vs	arrogant, conceited, swelled-head	[sound:dangdai-B6L05-II-43.mp3]		
B6L05-II-44	獨白	独白	dúbái	N	monologue, soliloquy	[sound:dangdai-B6L05-II-44.mp3]		
B6L05-II-45	上演	上演	shàngyǎn	V	to perform, to put on (a performance)	[sound:dangdai-B6L05-II-45.mp3]		
B6L05-II-46	戲碼	戏码	xìmǎ	N	play, drama	[sound:dangdai-B6L05-II-46.mp3]		
B6L05-II-T-01	捷克	捷克	Jiékè		the Czech Republic	[sound:dangdai-B6L05-II-T-01.mp3]		Name
B6L06-I-0-01	貓熊	猫熊	māoxióng	N	panda	[sound:dangdai-B6L06-I-0-01.mp3]		
B6L06-I-0-02	人見人愛	人见人爱	rénjiàn rén'ài	Id	everybody loves, loved by all	[sound:dangdai-B6L06-I-0-02.mp3]		
B6L06-I-0-03	征服	征服	zhēngfú	V	to conquer, to subdue, to vanquish	[sound:dangdai-B6L06-I-0-03.mp3]		
B6L06-I-0-04	促進	促进	cùjìn	Vpt	to promote	[sound:dangdai-B6L06-I-0-04.mp3]		
B6L06-I-0-05	友好	友好	yǒuhǎo	Vs	friendly, amicable, cordial	[sound:dangdai-B6L06-I-0-05.mp3]		
B6L06-I-0-06	使者	使者	shǐzhě	N	envoy, emissary	[sound:dangdai-B6L06-I-0-06.mp3]		
B6L06-I-0-07	沾染	沾染	zhānrǎn	Vpt	soiled with, tainted with, stained with	[sound:dangdai-B6L06-I-0-07.mp3]		
B6L06-I-0-08	色彩	色彩	sècǎi	N	colors, hues, flavor, character, slant	[sound:dangdai-B6L06-I-0-08.mp3]		
B6L06-I-0-09	抵制	抵制	dǐzhì	V	to boycott	[sound:dangdai-B6L06-I-0-09.mp3]		
B6L06-I-0-10	繁殖	繁殖	fánzhí	Vi	to breed, to reproduce, reproduction	[sound:dangdai-B6L06-I-0-10.mp3]		
B6L06-I-0-11	名義	名义	míngyì	N	in the capacity of	[sound:dangdai-B6L06-I-0-11.mp3]		
B6L06-I-0-12	租借	租借	zūjiè	V	to lease	[sound:dangdai-B6L06-I-0-12.mp3]		
B6L06-I-01	出訪	出访	chūfǎng	V	to pay an official visit to a friendly foreign country	[sound:dangdai-B6L06-I-01.mp3]		
B6L06-I-02	風雲女性	风云女性	fēngyún nǚxìng	Ph	"influential/important women, used in the phrase ""Woman of the Year"""	[sound:dangdai-B6L06-I-02.mp3]		
B6L06-I-03	全程	全程	quánchéng	Adv	over the entire duration of	[sound:dangdai-B6L06-I-03.mp3]		
B6L06-I-04	直播	直播	zhíbò	V	to live broadcast	[sound:dangdai-B6L06-I-04.mp3]		
B6L06-I-05	產下	产下	chǎnxià	Vpt	to give birth to	[sound:dangdai-B6L06-I-05.mp3]		
B6L06-I-06	雙胞胎	双胞胎	shuāngbāotāi	N	twins	[sound:dangdai-B6L06-I-06.mp3]		
B6L06-I-07	睜眼	睁眼	zhēngyǎn	V-sep	to open one's eyes	[sound:dangdai-B6L06-I-07.mp3]		
B6L06-I-08	登上	登上	dēngshàng	Vpt	to ascend to (prominence)	[sound:dangdai-B6L06-I-08.mp3]		
B6L06-I-09	頭條	头条	tóutiáo	N	headline	[sound:dangdai-B6L06-I-09.mp3]		
B6L06-I-10	數位化	数字化	shùwèihuà	Vp	digital, to digitize	[sound:dangdai-B6L06-I-10.mp3]		
B6L06-I-11	追溯	追溯	zhuīsù	V	to trace back to	[sound:dangdai-B6L06-I-11.mp3]		
B6L06-I-12	至	至	zhì	Prep	to, up to	[sound:dangdai-B6L06-I-12.mp3]		
B6L06-I-13	何時何地	何时何地	héshí hédì	Ph	anytime, anywhere	[sound:dangdai-B6L06-I-13.mp3]		
B6L06-I-14	女皇	女皇	nǚhuáng	N	empress, queen	[sound:dangdai-B6L06-I-14.mp3]		
B6L06-I-15	贈送	赠送	zèngsòng	V	to give (as a gift)	[sound:dangdai-B6L06-I-15.mp3]		
B6L06-I-16	記載	记载	jìzài	V/N	to record, to put down in writing, records	[sound:dangdai-B6L06-I-16.mp3]		
B6L06-I-17	夫人	夫人	fūrén	N	wife of a prominent figure, lady, madam	[sound:dangdai-B6L06-I-17.mp3]		
B6L06-I-18	表	表	biǎo	V	to show (gratitude, etc.)	[sound:dangdai-B6L06-I-18.mp3]		
B6L06-I-19	救濟	救济	jiùjì	V	to provide relief to, relief	[sound:dangdai-B6L06-I-19.mp3]		
B6L06-I-20	謝意	谢意	xièyì	N	gratitude, thankfulness, appreciation	[sound:dangdai-B6L06-I-20.mp3]		
B6L06-I-21	自此	自此	zìcǐ	Adv	from then on, thereupon	[sound:dangdai-B6L06-I-21.mp3]		
B6L06-I-22	政權	政权	zhèngquán	N	political power, regime	[sound:dangdai-B6L06-I-22.mp3]		
B6L06-I-23	欲	欲	yù	Vaux	to want to, to wish to, to desire to	[sound:dangdai-B6L06-I-23.mp3]		
B6L06-I-24	藉此	藉此	jiècǐ	Ph	(literary) thereby	[sound:dangdai-B6L06-I-24.mp3]		
B6L06-I-25	雙邊	双边	shuāngbiān	Vs-attr	bilateral, both parties	[sound:dangdai-B6L06-I-25.mp3]		
B6L06-I-26	稀有	稀有	xīyǒu	Vs	rare	[sound:dangdai-B6L06-I-26.mp3]		
B6L06-I-27	飼養場	饲养场	sìyǎngchǎng	N	livestock or poultry farm	[sound:dangdai-B6L06-I-27.mp3]		
B6L06-I-28	分別	分别	fēnbié	Adv	respectively	[sound:dangdai-B6L06-I-28.mp3]		
B6L06-I-29	貨幣	货币	huòbì	N	currency, money	[sound:dangdai-B6L06-I-29.mp3]		
B6L06-I-30	設	设	shè	V	to establish, to set up	[sound:dangdai-B6L06-I-30.mp3]		
B6L06-I-31	互	互	hù	Adv	(with) each other, mutual (literary)	[sound:dangdai-B6L06-I-31.mp3]		
B6L06-I-32	訪問	访问	fǎngwèn	V	to visit, to interview; visit, interview	[sound:dangdai-B6L06-I-32.mp3]		
B6L06-I-33	領取	领取	lǐngqǔ	V	to collect, to receive	[sound:dangdai-B6L06-I-33.mp3]		
B6L06-I-34	否決	否决	fǒujué	V	to veto	[sound:dangdai-B6L06-I-34.mp3]		
B6L06-I-35	因而	因而	yīn'ér	Conj	therefore, as a result	[sound:dangdai-B6L06-I-35.mp3]		
B6L06-I-36	作罷	作罢	zuòbà	Vi	to call it quits	[sound:dangdai-B6L06-I-36.mp3]		
B6L06-I-T-01	甜甜	甜甜	Tiántián		Tian Tian (貓熊名)	[sound:dangdai-B6L06-I-T-01.mp3]		Name
B6L06-I-T-02	BBC	BBC	BBC		British Broadcasting Corporation	[sound:dangdai-B6L06-I-T-02.mp3]		Name
B6L06-I-T-03	美香	美香	Měixiāng		Mei Xiang (貓熊名)	[sound:dangdai-B6L06-I-T-03.mp3]		Name
B6L06-I-T-04	圓仔	圆仔	Yuánzǎi		Yuan Zai (貓熊名)	[sound:dangdai-B6L06-I-T-04.mp3]		Name
B6L06-I-T-05	唐朝/代	唐朝/代	Tángcháo/dài		Tang Dynasty (618-907)	[sound:dangdai-B6L06-I-T-05.mp3]	唐朝 [Tángcháo] / 唐代 [Tángdài]	Name
B6L06-I-T-06	武則天	武则天	Wǔzétiān		Wu Zetian (the only female monarch of China, 624-705)	[sound:dangdai-B6L06-I-T-06.mp3]		Name
B6L06-I-T-07	天武天皇	天武天皇	Tiānwǔ tiānhuáng		Emperor Temmu (the 40th Emperor of Japan, 631-686)	[sound:dangdai-B6L06-I-T-07.mp3]		Name
B6L06-I-T-08	宋美齡	宋美龄	Sòng Měilíng		Soong May-ling (Madame Chiang Kai-shek, 1897-2003)	[sound:dangdai-B6L06-I-T-08.mp3]		Name
B6L06-I-T-09	中共	中共	Zhōnggòng		Communist Party of China (CPC)	[sound:dangdai-B6L06-I-T-09.mp3]		Name
B6L06-I-T-10	蘇聯	苏联	Sūlián		the Soviet Union	[sound:dangdai-B6L06-I-T-10.mp3]		Name
B6L06-I-T-11	北韓	北韩	Běihán		North Korea	[sound:dangdai-B6L06-I-T-11.mp3]		Name
B6L06-I-T-12	邁阿密	迈阿密	Mài'āmì		Miami	[sound:dangdai-B6L06-I-T-12.mp3]		Name
B6L06-I-T-13	芝加哥	芝加哥	Zhījiāgē		Chicago	[sound:dangdai-B6L06-I-T-13.mp3]		Name
